"PVWatts Hourly PV Performance Data"
"Requested Location","regway"
"Location","Lat, Lng: 49.01, -104.58"
"Latitude (DD)","49.01"
"Longitude (DD)","-104.58"
"Elevation (m)","698.35998535156"
"DC System Size (kW)","1000"
"Module Type","Premium"
"Array Type","2-Axis Tracking"
"Array Tilt (deg)","0"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","1","0","0","0","-22","1.4","0.87","0","-22","0","0"
"1","1","1","0","0","-22","1.4","0.87","0","-22","0","0"
"1","1","2","0","0","-21","1.3","0.87","0","-21","0","0"
"1","1","3","0","0","-21","1.2","0.87","0","-21","0","0"
"1","1","4","0","0","-20","1.1","0.87","0","-20","0","0"
"1","1","5","0","0","-20","1.2","0.87","0","-20","0","0"
"1","1","6","0","0","-20","1.6","0.87","0","-20","0","0"
"1","1","7","0","0","-21","2","0.87","0","-21","0","0"
"1","1","8","0","0","-21","2.2","0.87","0","-21","0","0"
"1","1","9","0","3","-21","2.4","0.87","2.548","-20.948","1681.495","0"
"1","1","10","0","11","-19","2.5","0.87","9.474","-18.794","8151.394","3898.995"
"1","1","11","0","40","-18","2.3","0.87","34.978","-17.209","31612.528","26528.808"
"1","1","12","0","30","-17","2","0.87","26.292","-16.369","23470.248","18675.042"
"1","1","13","0","93","-17","1.8","0.87","92.979","-14.674","86038.121","79025.886"
"1","1","14","79","106","-16","1.6","0.87","225.66","-10.084","213505.29","201976.386"
"1","1","15","309","63","-16","1.3","0.87","479.642","-2.532","450367.04","430445.183"
"1","1","16","165","28","-16","1","0.87","275.084","-8.051","224843.5","212912.839"
"1","1","17","0","0","-17","0.9","0.87","0","-17","0","0"
"1","1","18","0","0","-17","0.9","0.87","0","-17","0","0"
"1","1","19","0","0","-18","1","0.87","0","-18","0","0"
"1","1","20","0","0","-18","1.1","0.87","0","-18","0","0"
"1","1","21","0","0","-19","1.2","0.87","0","-19","0","0"
"1","1","22","0","0","-19","1.1","0.87","0","-19","0","0"
"1","1","23","0","0","-20","1","0.87","0","-20","0","0"
"1","2","0","0","0","-20","1","0.87","0","-20","0","0"
"1","2","1","0","0","-21","1.1","0.87","0","-21","0","0"
"1","2","2","0","0","-22","1.2","0.87","0","-22","0","0"
"1","2","3","0","0","-23","1.5","0.87","0","-23","0","0"
"1","2","4","0","0","-24","1.7","0.87","0","-24","0","0"
"1","2","5","0","0","-25","1.8","0.87","0","-25","0","0"
"1","2","6","0","0","-25","1.9","0.87","0","-25","0","0"
"1","2","7","0","0","-24","2.1","0.87","0","-24","0","0"
"1","2","8","0","0","-22","2.5","0.87","0","-22","0","0"
"1","2","9","0","15","-19","3.6","0.87","12.852","-18.784","8943.313","4662.853"
"1","2","10","0","19","-17","4.5","0.87","16.407","-16.739","14278.12","9808.627"
"1","2","11","0","59","-15","4.7","0.87","52.895","-14.179","47944.125","42281.712"
"1","2","12","0","64","-13","4.8","0.87","56.9","-12.128","51326.539","45544.273"
"1","2","13","0","98","-11","4.8","0.87","99.626","-9.473","90744.62","83565.614"
"1","2","14","0","92","-10","4.8","0.87","97.578","-8.505","88534.258","81433.575"
"1","2","15","0","10","-10","4.6","0.87","8.617","-9.865","7136.948","2920.495"
"1","2","16","0","3","-10","4.4","0.87","2.55","-9.961","1766.245","0"
"1","2","17","0","0","-10","4.6","0.87","0","-10","0","0"
"1","2","18","0","0","-10","4.8","0.87","0","-10","0","0"
"1","2","19","0","0","-9","4.6","0.87","0","-9","0","0"
"1","2","20","0","0","-8","4.5","0.87","0","-8","0","0"
"1","2","21","0","0","-7","4.6","0.87","0","-7","0","0"
"1","2","22","0","0","-5","4.6","0.87","0","-5","0","0"
"1","2","23","0","0","-5","4.6","0.87","0","-5","0","0"
"1","3","0","0","0","-4","4.7","0.87","0","-4","0","0"
"1","3","1","0","0","-3","4.8","0.87","0","-3","0","0"
"1","3","2","0","0","-2","4.8","0.87","0","-2","0","0"
"1","3","3","0","0","-2","4.6","0.87","0","-2","0","0"
"1","3","4","0","0","-1","4.4","0.87","0","-1","0","0"
"1","3","5","0","0","0","4.1","0.87","0","0","0","0"
"1","3","6","0","0","0","3.9","0.87","0","0","0","0"
"1","3","7","0","0","0","3.6","0.87","0","0","0","0"
"1","3","8","0","0","0","3.3","0.87","0","0","0","0"
"1","3","9","0","17","0","3.3","0.87","14.587","0.257","9444.106","5145.901"
"1","3","10","0","22","0","3.2","0.87","19.017","0.366","15539.492","11025.304"
"1","3","11","0","16","0","3.4","0.87","13.921","0.26","11353.766","6987.894"
"1","3","12","0","75","0","5.3","0.87","69.748","1.004","60389.347","54285.95"
"1","3","13","67","126","-2","7.6","0.87","235.401","0.657","214621.08","203052.639"
"1","3","14","0","61","-5","8.2","0.87","54.946","-4.415","48127.945","42459.018"
"1","3","15","0","14","-6","8.1","0.87","12.082","-5.871","9974.107","5657.122"
"1","3","16","0","5","-6","8.6","0.87","4.256","-5.958","2998.19","0"
"1","3","17","0","0","-8","9.1","0.87","0","-8","0","0"
"1","3","18","0","0","-9","8.8","0.87","0","-9","0","0"
"1","3","19","0","0","-10","8.4","0.87","0","-10","0","0"
"1","3","20","0","0","-10","8.2","0.87","0","-10","0","0"
"1","3","21","0","0","-12","8.1","0.87","0","-12","0","0"
"1","3","22","0","0","-14","8","0.87","0","-14","0","0"
"1","3","23","0","0","-16","7.4","0.87","0","-16","0","0"
"1","4","0","0","0","-17","6.7","0.87","0","-17","0","0"
"1","4","1","0","0","-18","6.1","0.87","0","-18","0","0"
"1","4","2","0","0","-19","5.7","0.87","0","-19","0","0"
"1","4","3","0","0","-20","5.7","0.87","0","-20","0","0"
"1","4","4","0","0","-20","5.7","0.87","0","-20","0","0"
"1","4","5","0","0","-21","5.5","0.87","0","-21","0","0"
"1","4","6","0","0","-21","5.1","0.87","0","-21","0","0"
"1","4","7","0","0","-21","4.5","0.87","0","-21","0","0"
"1","4","8","0","0","-22","4.1","0.87","0","-22","0","0"
"1","4","9","0","8","-21","4.3","0.87","6.82","-20.896","4739.783","608.271"
"1","4","10","16","66","-21","4.9","0.87","92.357","-19.604","86563.641","79532.785"
"1","4","11","824","59","-20","5.6","0.87","1026.684","-5.632","990239.983","833333.333"
"1","4","12","879","63","-19","6.3","0.87","1097.112","-4.81","1054556.574","833333.333"
"1","4","13","889","62","-19","6.9","0.87","1106.835","-5.557","1066237.15","833333.333"
"1","4","14","861","56","-19","7.1","0.87","1063.713","-6.336","1028188.862","833333.333"
"1","4","15","774","45","-21","6.7","0.87","942.87","-9.331","914479.023","833333.333"
"1","4","16","552","26","-23","5.6","0.87","662.297","-14.021","589520.722","564668.097"
"1","4","17","0","0","-25","4.3","0.87","0","-25","0","0"
"1","4","18","0","0","-27","3.6","0.87","0","-27","0","0"
"1","4","19","0","0","-28","3.4","0.87","0","-28","0","0"
"1","4","20","0","0","-29","3.5","0.87","0","-29","0","0"
"1","4","21","0","0","-28","3.6","0.87","0","-28","0","0"
"1","4","22","0","0","-26","4","0.87","0","-26","0","0"
"1","4","23","0","0","-24","4.4","0.87","0","-24","0","0"
"1","5","0","0","0","-24","4.8","0.87","0","-24","0","0"
"1","5","1","0","0","-24","5.1","0.87","0","-24","0","0"
"1","5","2","0","0","-26","5.3","0.87","0","-26","0","0"
"1","5","3","0","0","-28","5.6","0.87","0","-28","0","0"
"1","5","4","0","0","-29","5.7","0.87","0","-29","0","0"
"1","5","5","0","0","-31","5.5","0.87","0","-31","0","0"
"1","5","6","0","0","-32","5.2","0.87","0","-32","0","0"
"1","5","7","0","0","-34","5.2","0.87","0","-34","0","0"
"1","5","8","0","0","-35","5.5","0.87","0","-35","0","0"
"1","5","9","0","7","-34","6.1","0.87","5.963","-33.927","4392.171","272.976"
"1","5","10","717","48","-33","6.9","0.87","882.851","-22.303","888116.219","833333.333"
"1","5","11","0","43","-32","7.6","0.87","37.641","-31.577","35870.264","30635.675"
"1","5","12","437","99","-30","7.9","0.87","667.113","-22.654","674465.237","646602.69"
"1","5","13","36","122","-29","7.8","0.87","193.092","-26.863","190995.543","180264.249"
"1","5","14","815","65","-29","7.5","0.87","1025.556","-17.259","1024303.634","833333.333"
"1","5","15","123","76","-29","6.6","0.87","257.84","-25.785","256513.524","243460.667"
"1","5","16","475","30","-29","5.6","0.87","581.87","-21.085","534030.787","511144.391"
"1","5","17","0","0","-29","5.1","0.87","0","-29","0","0"
"1","5","18","0","0","-29","5","0.87","0","-29","0","0"
"1","5","19","0","0","-29","4.8","0.87","0","-29","0","0"
"1","5","20","0","0","-29","4.5","0.87","0","-29","0","0"
"1","5","21","0","0","-30","4.1","0.87","0","-30","0","0"
"1","5","22","0","0","-31","3.9","0.87","0","-31","0","0"
"1","5","23","0","0","-31","3.6","0.87","0","-31","0","0"
"1","6","0","0","0","-33","3.2","0.87","0","-33","0","0"
"1","6","1","0","0","-34","3","0.87","0","-34","0","0"
"1","6","2","0","0","-34","3","0.87","0","-34","0","0"
"1","6","3","0","0","-35","3","0.87","0","-35","0","0"
"1","6","4","0","0","-35","3","0.87","0","-35","0","0"
"1","6","5","0","0","-35","2.9","0.87","0","-35","0","0"
"1","6","6","0","0","-35","2.8","0.87","0","-35","0","0"
"1","6","7","0","0","-34","2.6","0.87","0","-34","0","0"
"1","6","8","0","0","-33","2.4","0.87","0","-33","0","0"
"1","6","9","0","7","-31","2.4","0.87","5.963","-30.876","4376.636","257.992"
"1","6","10","741","41","-28","2.7","0.87","900.936","-8.953","871465.225","833333.333"
"1","6","11","0","46","-24","2.8","0.87","40.298","-23.168","37382.216","32094.053"
"1","6","12","865","57","-22","2.5","0.87","1073.226","1.575","1011461.887","833333.333"
"1","6","13","15","117","-20","2.1","0.87","142.076","-16.653","134493.885","125764.669"
"1","6","14","44","108","-19","1.5","0.87","187.779","-13.971","178478.243","168190.486"
"1","6","15","156","76","-19","1.2","0.87","314.28","-9.968","299178.797","284614.14"
"1","6","16","86","33","-19","1.7","0.87","181.916","-14.449","159485.509","149870.741"
"1","6","17","0","0","-19","2.3","0.87","0","-19","0","0"
"1","6","18","0","0","-20","2.8","0.87","0","-20","0","0"
"1","6","19","0","0","-20","3","0.87","0","-20","0","0"
"1","6","20","0","0","-20","2.8","0.87","0","-20","0","0"
"1","6","21","0","0","-19","2.3","0.87","0","-19","0","0"
"1","6","22","0","0","-19","1.8","0.87","0","-19","0","0"
"1","6","23","0","0","-19","1.2","0.87","0","-19","0","0"
"1","7","0","0","0","-19","0.8","0.87","0","-19","0","0"
"1","7","1","0","0","-19","0.8","0.87","0","-19","0","0"
"1","7","2","0","0","-19","1.1","0.87","0","-19","0","0"
"1","7","3","0","0","-20","1.4","0.87","0","-20","0","0"
"1","7","4","0","0","-20","1.6","0.87","0","-20","0","0"
"1","7","5","0","0","-22","1.7","0.87","0","-22","0","0"
"1","7","6","0","0","-23","1.8","0.87","0","-23","0","0"
"1","7","7","0","0","-24","1.7","0.87","0","-24","0","0"
"1","7","8","0","0","-24","1.7","0.87","0","-24","0","0"
"1","7","9","0","24","-23","2.2","0.87","25.415","-22.449","19117.913","14476.927"
"1","7","10","34","70","-21","2.6","0.87","133.309","-18.146","126171.493","117737.173"
"1","7","11","0","29","-19","2.4","0.87","25.317","-18.438","22743.447","17973.994"
"1","7","12","832","66","-18","2.3","0.87","1050.331","5.95","975857.225","833333.333"
"1","7","13","832","67","-17","2.5","0.87","1051.96","6.104","976727.326","833333.333"
"1","7","14","796","63","-17","2.7","0.87","1003.241","4.258","938061.139","833333.333"
"1","7","15","709","50","-17","2.3","0.87","880.578","3.052","822506.563","789398.323"
"1","7","16","499","29","-19","1.7","0.87","610.623","-3.631","540705.869","517582.948"
"1","7","17","0","0","-21","1.5","0.87","0","-21","0","0"
"1","7","18","0","0","-23","1.6","0.87","0","-23","0","0"
"1","7","19","0","0","-24","1.7","0.87","0","-24","0","0"
"1","7","20","0","0","-25","1.7","0.87","0","-25","0","0"
"1","7","21","0","0","-26","1.6","0.87","0","-26","0","0"
"1","7","22","0","0","-26","1.3","0.87","0","-26","0","0"
"1","7","23","0","0","-25","1","0.87","0","-25","0","0"
"1","8","0","0","0","-25","0.8","0.87","0","-25","0","0"
"1","8","1","0","0","-26","0.9","0.87","0","-26","0","0"
"1","8","2","0","0","-26","1.1","0.87","0","-26","0","0"
"1","8","3","0","0","-27","1.2","0.87","0","-27","0","0"
"1","8","4","0","0","-28","1.4","0.87","0","-28","0","0"
"1","8","5","0","0","-28","1.5","0.87","0","-28","0","0"
"1","8","6","0","0","-28","1.7","0.87","0","-28","0","0"
"1","8","7","0","0","-27","2","0.87","0","-27","0","0"
"1","8","8","0","0","-25","2.7","0.87","0","-25","0","0"
"1","8","9","0","25","-23","3.5","0.87","27.516","-22.522","20977.423","16270.547"
"1","8","10","0","36","-20","3.9","0.87","31.267","-19.459","28138.144","23177.535"
"1","8","11","0","26","-18","4","0.87","22.687","-17.612","20244.13","15563.238"
"1","8","12","737","81","-16","4.1","0.87","978.253","0.599","923978.075","833333.333"
"1","8","13","722","85","-14","4.3","0.87","967.523","1.962","909643.693","833333.333"
"1","8","14","0","84","-13","4.7","0.87","83.715","-11.7","76428.77","69757.032"
"1","8","15","570","64","-12","4.8","0.87","763.151","-0.238","719277.277","689826.861"
"1","8","16","338","37","-12","4.7","0.87","467.63","-4.842","415824.44","397126.564"
"1","8","17","0","0","-12","4.8","0.87","0","-12","0","0"
"1","8","18","0","0","-11","4.4","0.87","0","-11","0","0"
"1","8","19","0","0","-11","4.1","0.87","0","-11","0","0"
"1","8","20","0","0","-10","4.1","0.87","0","-10","0","0"
"1","8","21","0","0","-10","4.4","0.87","0","-10","0","0"
"1","8","22","0","0","-9","4.4","0.87","0","-9","0","0"
"1","8","23","0","0","-8","4.4","0.87","0","-8","0","0"
"1","9","0","0","0","-6","4.2","0.87","0","-6","0","0"
"1","9","1","0","0","-5","3.8","0.87","0","-5","0","0"
"1","9","2","0","0","-4","3.4","0.87","0","-4","0","0"
"1","9","3","0","0","-4","3.1","0.87","0","-4","0","0"
"1","9","4","0","0","-5","2.8","0.87","0","-5","0","0"
"1","9","5","0","0","-5","2.6","0.87","0","-5","0","0"
"1","9","6","0","0","-6","2.5","0.87","0","-6","0","0"
"1","9","7","0","0","-6","2.4","0.87","0","-6","0","0"
"1","9","8","0","0","-7","2.4","0.87","0","-7","0","0"
"1","9","9","381","25","-6","2.6","0.87","492.96","4.085","386843.343","369172.383"
"1","9","10","0","11","-5","2.7","0.87","9.482","-4.801","7714.952","3478.018"
"1","9","11","0","28","-3","2.7","0.87","24.447","-2.486","20625.751","15931.336"
"1","9","12","819","59","-2","2.6","0.87","1026.348","20.136","909722.574","833333.333"
"1","9","13","0","33","-1","2.5","0.87","28.993","-0.368","24402.24","19574.009"
"1","9","14","0","37","0","2.3","0.87","32.402","0.733","27284.513","22354.151"
"1","9","15","12","76","-1","1.9","0.87","99.012","1.426","86643.822","79610.124"
"1","9","16","0","31","-2","1.7","0.87","33.432","-1.163","26539.955","21635.977"
"1","9","17","0","0","-3","2","0.87","0","-3","0","0"
"1","9","18","0","0","-3","2.4","0.87","0","-3","0","0"
"1","9","19","0","0","-2","2.9","0.87","0","-2","0","0"
"1","9","20","0","0","-1","3.4","0.87","0","-1","0","0"
"1","9","21","0","0","-1","3.7","0.87","0","-1","0","0"
"1","9","22","0","0","-1","4.1","0.87","0","-1","0","0"
"1","9","23","0","0","-1","4.8","0.87","0","-1","0","0"
"1","10","0","0","0","-1","5.3","0.87","0","-1","0","0"
"1","10","1","0","0","-2","5.3","0.87","0","-2","0","0"
"1","10","2","0","0","-3","5.1","0.87","0","-3","0","0"
"1","10","3","0","0","-4","5.1","0.87","0","-4","0","0"
"1","10","4","0","0","-3","5.4","0.87","0","-3","0","0"
"1","10","5","0","0","-3","5.4","0.87","0","-3","0","0"
"1","10","6","0","0","-4","5.1","0.87","0","-4","0","0"
"1","10","7","0","0","-5","4.8","0.87","0","-5","0","0"
"1","10","8","0","0","-6","4.7","0.87","0","-6","0","0"
"1","10","9","367","27","-7","4.8","0.87","481.509","0.077","386857.105","369185.657"
"1","10","10","632","51","-6","4.8","0.87","811.354","6.499","747312.589","716868.77"
"1","10","11","0","18","-4","4.6","0.87","15.686","-3.753","13077.069","8650.134"
"1","10","12","0","57","-3","4.4","0.87","50.282","-2.188","43512.076","38006.707"
"1","10","13","0","38","-2","4.1","0.87","33.425","-1.437","28403.085","23433.088"
"1","10","14","757","67","-2","4","0.87","966.716","14.646","873450.344","833333.333"
"1","10","15","664","55","-2","3.8","0.87","853.452","13.112","771667.692","740360.875"
"1","10","16","459","33","-3","3.2","0.87","593.617","8.353","514348.44","492159.467"
"1","10","17","0","0","-5","2.7","0.87","0","-5","0","0"
"1","10","18","0","0","-6","2.6","0.87","0","-6","0","0"
"1","10","19","0","0","-7","2.8","0.87","0","-7","0","0"
"1","10","20","0","0","-6","3.2","0.87","0","-6","0","0"
"1","10","21","0","0","-6","3.4","0.87","0","-6","0","0"
"1","10","22","0","0","-6","3.4","0.87","0","-6","0","0"
"1","10","23","0","0","-6","4","0.87","0","-6","0","0"
"1","11","0","0","0","-6","4.8","0.87","0","-6","0","0"
"1","11","1","0","0","-6","5.2","0.87","0","-6","0","0"
"1","11","2","0","0","-6","4.7","0.87","0","-6","0","0"
"1","11","3","0","0","-7","4","0.87","0","-7","0","0"
"1","11","4","0","0","-8","3.3","0.87","0","-8","0","0"
"1","11","5","0","0","-9","2.6","0.87","0","-9","0","0"
"1","11","6","0","0","-10","2.1","0.87","0","-10","0","0"
"1","11","7","0","0","-9","1.8","0.87","0","-9","0","0"
"1","11","8","0","0","-8","1.6","0.87","0","-8","0","0"
"1","11","9","344","28","-7","1.9","0.87","459.875","3.846","368338.04","351322.796"
"1","11","10","614","52","-5","3","0.87","793.756","10.934","720543.666","691048.376"
"1","11","11","0","32","-3","4.3","0.87","27.974","-2.542","23730.187","18925.769"
"1","11","12","0","61","-2","5","0.87","53.861","-1.196","46545.407","40932.556"
"1","11","13","0","58","-1","5.4","0.87","51.207","-0.272","44007.947","38485.008"
"1","11","14","0","99","0","5.5","0.87","103.861","1.46","91134.02","83941.217"
"1","11","15","40","82","0","5.6","0.87","154.809","2.153","137975.867","129123.271"
"1","11","16","9","36","0","5.8","0.87","51.998","0.695","42406.048","36939.871"
"1","11","17","0","0","0","6.2","0.87","0","0","0","0"
"1","11","18","0","0","1","7","0.87","0","1","0","0"
"1","11","19","0","0","1","8","0.87","0","1","0","0"
"1","11","20","0","0","1","8.5","0.87","0","1","0","0"
"1","11","21","0","0","1","8.6","0.87","0","1","0","0"
"1","11","22","0","0","0","8.6","0.87","0","0","0","0"
"1","11","23","0","0","0","8.5","0.87","0","0","0","0"
"1","12","0","0","0","0","8.1","0.87","0","0","0","0"
"1","12","1","0","0","0","7.2","0.87","0","0","0","0"
"1","12","2","0","0","0","6.2","0.87","0","0","0","0"
"1","12","3","0","0","0","5.4","0.87","0","0","0","0"
"1","12","4","0","0","-1","4.7","0.87","0","-1","0","0"
"1","12","5","0","0","0","4.6","0.87","0","0","0","0"
"1","12","6","0","0","0","4.8","0.87","0","0","0","0"
"1","12","7","0","0","-1","4.8","0.87","0","-1","0","0"
"1","12","8","0","0","-2","4.7","0.87","0","-2","0","0"
"1","12","9","0","6","-1","4.8","0.87","5.11","-0.925","3483.884","0"
"1","12","10","0","43","0","4.8","0.87","37.44","0.572","31473.24","26394.456"
"1","12","11","0","50","0","4.6","0.87","43.881","0.69","37384.735","32096.483"
"1","12","12","0","46","0","5.5","0.87","40.521","0.569","34411.189","29228.301"
"1","12","13","0","37","0","6.8","0.87","32.559","0.396","27433.894","22498.24"
"1","12","14","0","47","0","6.8","0.87","41.276","0.503","35110.968","29903.284"
"1","12","15","0","12","-2","6.7","0.87","10.376","-1.873","8407.412","4145.942"
"1","12","16","0","5","-4","6.9","0.87","4.266","-3.949","3203.23","0"
"1","12","17","0","0","-5","6.7","0.87","0","-5","0","0"
"1","12","18","0","0","-6","6.2","0.87","0","-6","0","0"
"1","12","19","0","0","-8","5.3","0.87","0","-8","0","0"
"1","12","20","0","0","-9","4.4","0.87","0","-9","0","0"
"1","12","21","0","0","-11","3.4","0.87","0","-11","0","0"
"1","12","22","0","0","-12","2.5","0.87","0","-12","0","0"
"1","12","23","0","0","-13","2","0.87","0","-13","0","0"
"1","13","0","0","0","-14","1.8","0.87","0","-14","0","0"
"1","13","1","0","0","-13","1.5","0.87","0","-13","0","0"
"1","13","2","0","0","-11","1.1","0.87","0","-11","0","0"
"1","13","3","0","0","-10","0.7","0.87","0","-10","0","0"
"1","13","4","0","0","-10","0.8","0.87","0","-10","0","0"
"1","13","5","0","0","-10","1.1","0.87","0","-10","0","0"
"1","13","6","0","0","-10","1.2","0.87","0","-10","0","0"
"1","13","7","0","0","-9","1.4","0.87","0","-9","0","0"
"1","13","8","0","0","-8","1.6","0.87","0","-8","0","0"
"1","13","9","337","30","-7","2","0.87","457.052","3.633","373885.38","356673.571"
"1","13","10","0","50","-4","2.6","0.87","46.438","-3.008","39934.715","34556.106"
"1","13","11","0","47","-2","3","0.87","41.232","-1.177","35302.039","30087.585"
"1","13","12","0","41","0","2.9","0.87","36.095","0.733","30495.74","25451.592"
"1","13","13","0","56","0","2.7","0.87","49.452","1.039","42221.523","36761.884"
"1","13","14","0","69","0","4.4","0.87","63.151","1.02","54480.391","48586.371"
"1","13","15","137","86","0","6.5","0.87","285.669","3.603","259986.738","246810.811"
"1","13","16","116","42","0","6.8","0.87","227.59","2.748","197757.843","186786.934"
"1","13","17","0","0","-1","7.4","0.87","0","-1","0","0"
"1","13","18","0","0","-2","8","0.87","0","-2","0","0"
"1","13","19","0","0","-3","8.3","0.87","0","-3","0","0"
"1","13","20","0","0","-4","8.2","0.87","0","-4","0","0"
"1","13","21","0","0","-5","7.9","0.87","0","-5","0","0"
"1","13","22","0","0","-7","7.3","0.87","0","-7","0","0"
"1","13","23","0","0","-8","6.7","0.87","0","-8","0","0"
"1","14","0","0","0","-9","6.4","0.87","0","-9","0","0"
"1","14","1","0","0","-10","6.4","0.87","0","-10","0","0"
"1","14","2","0","0","-10","6.2","0.87","0","-10","0","0"
"1","14","3","0","0","-11","5.8","0.87","0","-11","0","0"
"1","14","4","0","0","-12","5.5","0.87","0","-12","0","0"
"1","14","5","0","0","-13","5.4","0.87","0","-13","0","0"
"1","14","6","0","0","-13","5.3","0.87","0","-13","0","0"
"1","14","7","0","0","-13","5","0.87","0","-13","0","0"
"1","14","8","0","0","-13","5.1","0.87","0","-13","0","0"
"1","14","9","0","14","-12","5.5","0.87","11.988","-11.838","9058.089","4773.562"
"1","14","10","0","41","-10","5.7","0.87","35.686","-9.511","31160.181","26092.489"
"1","14","11","0","63","-9","5.4","0.87","56.623","-8.195","50357.511","44609.582"
"1","14","12","0","66","-7","4.8","0.87","58.425","-6.105","51561.78","45771.179"
"1","14","13","0","86","-6","4.2","0.87","81.306","-4.65","72209.989","65687.74"
"1","14","14","0","98","-6","3.3","0.87","100.843","-4.083","90173.317","83014.556"
"1","14","15","0","63","-6","2.1","0.87","61.764","-4.548","54210.673","48326.21"
"1","14","16","0","30","-8","1.3","0.87","27.273","-7.247","22521.33","17759.747"
"1","14","17","0","0","-9","1.1","0.87","0","-9","0","0"
"1","14","18","0","0","-9","1.2","0.87","0","-9","0","0"
"1","14","19","0","0","-10","1.4","0.87","0","-10","0","0"
"1","14","20","0","0","-9","1.9","0.87","0","-9","0","0"
"1","14","21","0","0","-7","2.8","0.87","0","-7","0","0"
"1","14","22","0","0","-6","3.5","0.87","0","-6","0","0"
"1","14","23","0","0","-5","3.7","0.87","0","-5","0","0"
"1","15","0","0","0","-4","3.8","0.87","0","-4","0","0"
"1","15","1","0","0","-4","3.7","0.87","0","-4","0","0"
"1","15","2","0","0","-3","3.7","0.87","0","-3","0","0"
"1","15","3","0","0","-1","4","0.87","0","-1","0","0"
"1","15","4","0","0","0","4.4","0.87","0","0","0","0"
"1","15","5","0","0","0","5.5","0.87","0","0","0","0"
"1","15","6","0","0","0","6.9","0.87","0","0","0","0"
"1","15","7","0","0","0","7.3","0.87","0","0","0","0"
"1","15","8","0","0","0","6.9","0.87","0","0","0","0"
"1","15","9","16","29","1","7.7","0.87","59.981","1.648","46529.683","40917.389"
"1","15","10","711","45","2","9.2","0.87","876.75","10.619","798966.756","766692.625"
"1","15","11","823","52","2","10.3","0.87","1017.739","11.188","930694.262","833333.333"
"1","15","12","858","57","3","10.5","0.87","1066.643","12.483","969486.178","833333.333"
"1","15","13","19","128","3","10.5","0.87","157.9","4.395","139398.996","130495.972"
"1","15","14","804","62","2","11.3","0.87","1013.233","10.504","928072.797","833333.333"
"1","15","15","733","51","2","11.7","0.87","912.232","9.443","837192.757","803564.127"
"1","15","16","551","32","1","11.5","0.87","675.339","6.528","602613.721","577297.159"
"1","15","17","0","0","1","11.7","0.87","0","1","0","0"
"1","15","18","0","0","1","12.2","0.87","0","1","0","0"
"1","15","19","0","0","0","12.6","0.87","0","0","0","0"
"1","15","20","0","0","0","12.9","0.87","0","0","0","0"
"1","15","21","0","0","0","13.2","0.87","0","0","0","0"
"1","15","22","0","0","0","13.1","0.87","0","0","0","0"
"1","15","23","0","0","0","12.9","0.87","0","0","0","0"
"1","16","0","0","0","0","12.7","0.87","0","0","0","0"
"1","16","1","0","0","0","12.5","0.87","0","0","0","0"
"1","16","2","0","0","0","12.1","0.87","0","0","0","0"
"1","16","3","0","0","0","11.9","0.87","0","0","0","0"
"1","16","4","0","0","-1","11.8","0.87","0","-1","0","0"
"1","16","5","0","0","-2","11.3","0.87","0","-2","0","0"
"1","16","6","0","0","-5","10.5","0.87","0","-5","0","0"
"1","16","7","0","0","-8","9.1","0.87","0","-8","0","0"
"1","16","8","0","0","-10","7.6","0.87","0","-10","0","0"
"1","16","9","500","26","-10","6.6","0.87","609.338","-2.587","526928.028","504293.311"
"1","16","10","731","46","-9","6.2","0.87","899.844","2.75","841682.476","807894.757"
"1","16","11","821","58","-8","6.1","0.87","1024.888","5.551","954383.666","833333.333"
"1","16","12","848","66","-6","6","0.87","1069.488","8.291","985085.909","833333.333"
"1","16","13","835","69","-4","5.7","0.87","1059.779","10.651","968267.605","833333.333"
"1","16","14","796","66","-2","4.9","0.87","1010.216","13.398","916256.735","833333.333"
"1","16","15","713","55","-2","3.7","0.87","896.072","14.119","809746.354","777090.259"
"1","16","16","533","35","-4","2.6","0.87","659.067","10.072","582650.973","558041.77"
"1","16","17","0","0","-6","2.1","0.87","0","-6","0","0"
"1","16","18","0","0","-7","2","0.87","0","-7","0","0"
"1","16","19","0","0","-8","2","0.87","0","-8","0","0"
"1","16","20","0","0","-8","2","0.87","0","-8","0","0"
"1","16","21","0","0","-8","2","0.87","0","-8","0","0"
"1","16","22","0","0","-7","1.9","0.87","0","-7","0","0"
"1","16","23","0","0","-7","2","0.87","0","-7","0","0"
"1","17","0","0","0","-7","2.2","0.87","0","-7","0","0"
"1","17","1","0","0","-6","2.4","0.87","0","-6","0","0"
"1","17","2","0","0","-6","2.7","0.87","0","-6","0","0"
"1","17","3","0","0","-5","3.1","0.87","0","-5","0","0"
