Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
1,1,0,0,0,-9.8,1.4,0,-9.8,0,0
1,1,1,0,0,-6.4,3.1,0,-6.4,0,0
1,1,2,0,0,-4.1,2.2,0,-4.1,0,0
1,1,3,0,0,-3.1,3.1,0,-3.1,0,0
1,1,4,0,0,-3.1,0,0,-3.1,0,0
1,1,5,0,0,-3.1,0,0,-3.1,0,0
1,1,6,0,0,-4.4,0.8,0,-4.4,0,0
1,1,7,0,0,-3.3,1.4,0,-3.3,0,0
1,1,8,0,3,-3.3,2.2,2.714,-5.464,19.208,0
1,1,9,0,21,-3.9,2.2,20.567,-5.558,145.639,102.896
1,1,10,29,58,-2.2,2.8,89.997,-1.832,624.725,572.493
1,1,11,13,83,-2.2,2.8,100.075,-1.355,695.75,642.018
1,1,12,37,94,-1.7,2.8,142.938,0.288,986.464,926.346
1,1,13,104,96,-1.7,2.8,212.023,2.198,1448.838,1377.74
1,1,14,66,74,-1.1,3.6,150.849,1.19,1033.31,972.126
1,1,15,39,34,-1.1,2.2,73.521,-0.697,503.801,454.067
1,1,16,0,7,-1.1,2.2,6.332,-2.873,44.341,3.466
1,1,17,0,0,-1.7,2.2,0,-1.7,0,0
1,1,18,0,0,-0.6,6.7,0,-0.6,0,0
1,1,19,0,0,-2.8,4.4,0,-2.8,0,0
1,1,20,0,0,-7.2,3.1,0,-7.2,0,0
1,1,21,0,0,-8.9,3.1,0,-8.9,0,0
1,1,22,0,0,-10,5,0,-10,0,0
1,1,23,0,0,-6.1,5.3,0,-6.1,0,0
1,2,0,0,0,-10,5,0,-10,0,0
1,2,1,0,0,-9.4,5.8,0,-9.4,0,0
1,2,2,0,0,-11.7,3.9,0,-11.7,0,0
1,2,3,0,0,-12.2,3.6,0,-12.2,0,0
1,2,4,0,0,-13.9,5.3,0,-13.9,0,0
1,2,5,0,0,-11.7,5,0,-11.7,0,0
1,2,6,0,0,-12.2,2.8,0,-12.2,0,0
1,2,7,0,0,-13.3,3.6,0,-13.3,0,0
1,2,8,0,6,-12.8,3.1,5.427,-14.656,39.868,0
1,2,9,243,29,-13.3,4.4,172.866,-11.235,1202.153,1137.039
1,2,10,596,41,-11.1,5.3,458.439,-3.547,3161.183,3040.605
1,2,11,668,54,-8.9,4.4,597.372,3.057,4046.543,3894.937
1,2,12,693,68,-7.2,5,662.038,5.339,4452.536,4285.461
1,2,13,559,79,-7.2,2.8,554.531,7.018,3699.348,3560.352
1,2,14,216,66,-10,3.9,249.013,-4.795,1740.313,1661.772
1,2,15,171,32,-9.4,5,162.378,-7.28,1129.311,1065.909
1,2,16,0,9,-8.3,6.7,8.141,-9.219,58.513,17.38
1,2,17,0,0,-7.8,5.8,0,-7.8,0,0
1,2,18,0,0,-6.7,3.9,0,-6.7,0,0
1,2,19,0,0,-6.7,3.9,0,-6.7,0,0
1,2,20,0,0,-6.7,3.6,0,-6.7,0,0
1,2,21,0,0,-7.8,3.6,0,-7.8,0,0
1,2,22,0,0,-8.9,3.6,0,-8.9,0,0
1,2,23,0,0,-11.7,1.4,0,-11.7,0,0
1,3,0,0,0,-14.4,1.4,0,-14.4,0,0
1,3,1,0,0,-15.6,1.7,0,-15.6,0,0
1,3,2,0,0,-17.8,2.2,0,-17.8,0,0
1,3,3,0,0,-12.8,3.1,0,-12.8,0,0
1,3,4,0,0,-6.7,2.8,0,-6.7,0,0
1,3,5,0,0,-2.8,4.4,0,-2.8,0,0
1,3,6,0,0,-2.2,5.3,0,-2.2,0,0
1,3,7,0,0,0.6,6.7,0,0.6,0,0
1,3,8,0,4,0.6,7.2,3.618,-0.504,25.088,0
1,3,9,69,28,-1.7,6.4,83.906,-1.543,570.545,519.441
1,3,10,362,63,-0.6,6.4,344.171,4.081,2306.322,2212.181
1,3,11,652,73,-0.6,7.2,606.789,8.161,4022.376,3871.667
1,3,12,691,76,-1.1,6.4,669.869,9.742,4420.431,4254.607
1,3,13,664,81,-1.7,4.4,636.538,11.472,4163.818,4007.824
1,3,14,374,113,-1.1,8.6,438.492,4.549,2947.327,2833.687
1,3,15,278,71,-2.2,11.7,292.138,0.533,1972.237,1887.487
1,3,16,0,19,-2.8,8.9,17.186,-3.354,120.595,78.319
1,3,17,0,0,-3.9,7.2,0,-3.9,0,0
1,3,18,0,0,-6.1,5.3,0,-6.1,0,0
1,3,19,0,0,-9.4,2.8,0,-9.4,0,0
1,3,20,0,0,-13.9,2.8,0,-13.9,0,0
1,3,21,0,0,-15,3.6,0,-15,0,0
1,3,22,0,0,-13.9,1.7,0,-13.9,0,0
1,3,23,0,0,-16.1,2.2,0,-16.1,0,0
1,4,0,0,0,-16.1,1.4,0,-16.1,0,0
1,4,1,0,0,-16.7,2.2,0,-16.7,0,0
1,4,2,0,0,-16.7,3.9,0,-16.7,0,0
1,4,3,0,0,-17.8,1.7,0,-17.8,0,0
1,4,4,0,0,-18.9,0.8,0,-18.9,0,0
1,4,5,0,0,-18.3,1.4,0,-18.3,0,0
1,4,6,0,0,-15,2.8,0,-15,0,0
1,4,7,0,0,-15,3.6,0,-15,0,0
1,4,8,0,4,-11.7,5.8,3.618,-12.972,26.401,0
1,4,9,22,26,-12.2,5,42.966,-12.849,308.752,262.901
1,4,10,29,59,-10.6,6.7,90.939,-10.291,653.575,600.737
1,4,11,38,86,-8.3,8.1,133.033,-7.369,947.068,887.839
1,4,12,17,99,-8.3,6.4,122.25,-7.344,871.39,813.849
1,4,13,50,89,-8.3,5.3,145.318,-6.789,1031.976,970.822
1,4,14,38,69,-8.3,5.3,110.233,-7.422,783.535,727.917
1,4,15,68,38,-8.9,5.8,95.464,-8.391,672.65,619.408
1,4,16,0,21,-8.9,5,18.995,-9.872,136.892,94.313
1,4,17,0,0,-11.7,3.6,0,-11.7,0,0
1,4,18,0,0,-15.6,2.8,0,-15.6,0,0
1,4,19,0,0,-16.7,2.8,0,-16.7,0,0
1,4,20,0,0,-16.7,2.2,0,-16.7,0,0
1,4,21,0,0,-17.8,3.6,0,-17.8,0,0
1,4,22,0,0,-18.3,2.2,0,-18.3,0,0
1,4,23,0,0,-18.3,2.8,0,-18.3,0,0
1,5,0,0,0,-21.1,2.2,0,-21.1,0,0
1,5,1,0,0,-17.8,2.8,0,-17.8,0,0
1,5,2,0,0,-20,1.4,0,-20,0,0
1,5,3,0,0,-21.7,2.8,0,-21.7,0,0
1,5,4,0,0,-20.6,2.2,0,-20.6,0,0
1,5,5,0,0,-17.8,2.2,0,-17.8,0,0
1,5,6,0,0,-18.9,4.4,0,-18.9,0,0
1,5,7,0,0,-16.7,8.1,0,-16.7,0,0
1,5,8,0,14,-15,8.1,12.663,-15.87,93.472,51.697
1,5,9,184,47,-13.9,6.7,180.337,-12.152,1273.042,1206.238
1,5,10,380,64,-13.3,9.7,356.807,-9.539,2529.937,2429.214
1,5,11,406,86,-11.1,11.7,443.865,-6.717,3136.955,3017.173
1,5,12,125,102,-9.4,8.9,236.829,-6.838,1681.153,1604.156
1,5,13,228,91,-8.3,9.7,310.237,-5.089,2182.5,2091.901
1,5,14,434,60,-8.9,10.8,402.352,-4.775,2806.087,2696.91
1,5,15,214,36,-10,11.7,192.191,-8.447,1342.13,1273.656
1,5,16,0,8,-9.4,10.8,7.236,-10.085,52.194,11.176
1,5,17,0,0,-9.4,10.3,0,-9.4,0,0
1,5,18,0,0,-8.9,10.3,0,-8.9,0,0
1,5,19,0,0,-8.9,8.1,0,-8.9,0,0
1,5,20,0,0,-8.3,5.8,0,-8.3,0,0
1,5,21,0,0,-9.4,2.2,0,-9.4,0,0
1,5,22,0,0,-10,2.2,0,-10,0,0
1,5,23,0,0,-11.7,1.4,0,-11.7,0,0
1,6,0,0,0,-12.8,0,0,-12.8,0,0
1,6,1,0,0,-12.2,2.2,0,-12.2,0,0
1,6,2,0,0,-12.8,2.2,0,-12.8,0,0
1,6,3,0,0,-12.8,2.2,0,-12.8,0,0
1,6,4,0,0,-12.8,1.4,0,-12.8,0,0
1,6,5,0,0,-13.9,1.4,0,-13.9,0,0
1,6,6,0,0,-15.6,2.2,0,-15.6,0,0
1,6,7,0,0,-15.6,0.8,0,-15.6,0,0
1,6,8,0,5,-12.8,0.6,4.523,-16.059,33.408,0
1,6,9,84,26,-12.2,1.7,87.106,-11.981,615.483,563.444
1,6,10,380,48,-12.2,1.4,336.468,-3.509,2325.492,2230.796
1,6,11,552,99,-11.7,2.2,568.658,3.181,3854.759,3710.189
1,6,12,551,82,-10.6,1.7,569.281,6.411,3813.439,3670.362
1,6,13,171,98,-11.7,2.2,278.149,-3.931,1949.012,1864.896
1,6,14,286,68,-12.8,1.4,313.409,-3.866,2181.924,2091.342
1,6,15,46,38,-13.3,0.8,82.069,-10.952,586.52,535.084
1,6,16,0,6,-11.7,3.1,5.427,-13.327,39.658,0
1,6,17,0,0,-12.8,5.8,0,-12.8,0,0
1,6,18,0,0,-13.3,5.3,0,-13.3,0,0
1,6,19,0,0,-13.3,3.6,0,-13.3,0,0
1,6,20,0,0,-13.9,3.6,0,-13.9,0,0
1,6,21,0,0,-15,3.9,0,-15,0,0
1,6,22,0,0,-16.1,3.9,0,-16.1,0,0
1,6,23,0,0,-17.2,5.3,0,-17.2,0,0
1,7,0,0,0,-18.9,6.7,0,-18.9,0,0
1,7,1,0,0,-20,5.3,0,-20,0,0
1,7,2,0,0,-20.6,4.4,0,-20.6,0,0
1,7,3,0,0,-21.7,4.4,0,-21.7,0,0
1,7,4,0,0,-22.2,3.6,0,-22.2,0,0
1,7,5,0,0,-21.7,5,0,-21.7,0,0
1,7,6,0,0,-22.2,3.9,0,-22.2,0,0
1,7,7,0,0,-22.2,4.4,0,-22.2,0,0
1,7,8,0,4,-22.8,3.6,3.618,-24.513,27.616,0
1,7,9,6,24,-22.8,2.8,27.561,-24.123,208.74,164.81
1,7,10,51,62,-22.8,2.8,109.217,-21.826,819.766,763.36
1,7,11,146,96,-22.2,2.2,241.381,-17.001,1781.841,1702.208
1,7,12,437,97,-22.2,3.1,500.722,-10.578,3602.486,3466.906
1,7,13,642,84,-22.8,3.6,627.93,-8.356,4469.533,4301.794
1,7,14,612,75,-22.8,4.4,536.903,-11.731,3850.494,3706.079
1,7,15,360,56,-23.9,3.1,300.129,-16.433,2160.796,2070.811
1,7,16,0,13,-25,2.8,11.759,-25.713,90.164,48.45
1,7,17,0,0,-25.6,3.6,0,-25.6,0,0
1,7,18,0,0,-25,5.8,0,-25,0,0
1,7,19,0,0,-23.9,6.7,0,-23.9,0,0
1,7,20,0,0,-24.4,8.1,0,-24.4,0,0
1,7,21,0,0,-25.6,5.3,0,-25.6,0,0
1,7,22,0,0,-25,5,0,-25,0,0
1,7,23,0,0,-23.9,8.1,0,-23.9,0,0
1,8,0,0,0,-24.4,7.5,0,-24.4,0,0
1,8,1,0,0,-23.3,7.2,0,-23.3,0,0
1,8,2,0,0,-22.8,6.4,0,-22.8,0,0
1,8,3,0,0,-22.2,7.5,0,-22.2,0,0
1,8,4,0,0,-22.2,8.1,0,-22.2,0,0
1,8,5,0,0,-21.1,6.7,0,-21.1,0,0
1,8,6,0,0,-20.6,6.4,0,-20.6,0,0
1,8,7,0,0,-20.6,6.4,0,-20.6,0,0
1,8,8,0,2,-20,5.3,1.809,-21.362,13.642,0
1,8,9,0,18,-20,6.7,16.334,-20.933,122.973,80.653
1,8,10,18,59,-20,3.9,82.377,-19.813,615.648,563.605
1,8,11,44,85,-19.4,2.8,134.164,-17.604,994.74,934.435
1,8,12,38,99,-19.4,3.9,149.09,-17.413,1105.734,1042.881
1,8,13,97,102,-19.4,5.8,214.184,-16.683,1581.711,1507.27
1,8,14,250,69,-20,5.8,291.005,-15.813,2127.917,2038.857
1,8,15,143,38,-20,5.3,144.241,-18.223,1051.04,989.45
1,8,16,0,13,-20,6.4,11.759,-20.871,88.507,46.823
1,8,17,0,0,-21.7,7.2,0,-21.7,0,0
1,8,18,0,0,-21.7,8.9,0,-21.7,0,0
1,8,19,0,0,-23.3,8.9,0,-23.3,0,0
1,8,20,0,0,-23.9,8.1,0,-23.9,0,0
1,8,21,0,0,-24.4,8.9,0,-24.4,0,0
1,8,22,0,0,-24.4,9.4,0,-24.4,0,0
1,8,23,0,0,-25,9.4,0,-25,0,0
1,9,0,0,0,-25.6,8.6,0,-25.6,0,0
1,9,1,0,0,-25.6,8.6,0,-25.6,0,0
1,9,2,0,0,-26.1,8.6,0,-26.1,0,0
1,9,3,0,0,-26.7,8.1,0,-26.7,0,0
1,9,4,0,0,-27.2,9.4,0,-27.2,0,0
1,9,5,0,0,-27.8,8.9,0,-27.8,0,0
1,9,6,0,0,-28.3,7.5,0,-28.3,0,0
1,9,7,0,0,-29.4,6.4,0,-29.4,0,0
1,9,8,0,7,-30.6,5.3,6.332,-31.801,49.671,8.699
1,9,9,107,26,-30.6,5.3,98.254,-30.075,741.77,687.055
1,9,10,45,81,-30,5.3,141.084,-28.529,1088.566,1026.111
1,9,11,563,88,-29.4,5.3,556.778,-20.007,4146.704,3991.354
1,9,12,701,82,-28.9,5.3,689.964,-16.349,5076.211,4883.854
1,9,13,691,76,-28.9,5,661.188,-16.193,4856.338,4673.104
1,9,14,605,58,-28.9,5,522.272,-18.964,3854.706,3710.138
1,9,15,302,36,-28.9,5.3,242.231,-24.871,1801.042,1720.9
1,9,16,0,15,-28.9,8.1,13.568,-29.503,105.531,63.534
1,9,17,0,0,-28.9,6.4,0,-28.9,0,0
1,9,18,0,0,-28.9,5.3,0,-28.9,0,0
1,9,19,0,0,-28.3,5.8,0,-28.3,0,0
1,9,20,0,0,-28.3,6.4,0,-28.3,0,0
1,9,21,0,0,-28.3,6.4,0,-28.3,0,0
1,9,22,0,0,-28.9,5.8,0,-28.9,0,0
1,9,23,0,0,-29.4,5.3,0,-29.4,0,0
1,10,0,0,0,-30.6,3.6,0,-30.6,0,0
1,10,1,0,0,-31.7,3.9,0,-31.7,0,0
1,10,2,0,0,-31.7,3.6,0,-31.7,0,0
1,10,3,0,0,-32.8,3.9,0,-32.8,0,0
1,10,4,0,0,-32.8,2.8,0,-32.8,0,0
1,10,5,0,0,-33.3,3.1,0,-33.3,0,0
1,10,6,0,0,-35,3.1,0,-35,0,0
1,10,7,0,0,-34.4,4.4,0,-34.4,0,0
1,10,8,0,8,-33.3,4.4,7.236,-34.616,57.36,16.248
1,10,9,207,33,-32.2,3.9,168.325,-29.974,1264.975,1198.365
1,10,10,482,43,-30.6,5.8,396.55,-24.562,2976.821,2862.236
1,10,11,613,49,-28.9,6.4,547.652,-20.445,4082.756,3929.802
1,10,12,657,71,-28.3,7.2,644.799,-18.845,4790.781,4610.223
1,10,13,575,58,-27.8,5.8,552.277,-18.334,4091.112,3937.846
1,10,14,338,79,-27.2,6.7,365.898,-21.796,2737.546,2630.501
1,10,15,257,79,-27.2,6.7,288.412,-23.265,2148.803,2059.155
1,10,16,0,24,-27.2,5.8,21.708,-27.705,167.714,124.558
1,10,17,0,0,-27.8,4.4,0,-27.8,0,0
1,10,18,0,0,-26.1,8.1,0,-26.1,0,0
1,10,19,0,0,-27.2,7.2,0,-27.2,0,0
1,10,20,0,0,-26.7,7.2,0,-26.7,0,0
1,10,21,0,0,-26.7,8.1,0,-26.7,0,0
1,10,22,0,0,-27.2,6.4,0,-27.2,0,0
1,10,23,0,0,-27.2,7.2,0,-27.2,0,0
1,11,0,0,0,-26.1,7.5,0,-26.1,0,0
1,11,1,0,0,-26.7,7.2,0,-26.7,0,0
1,11,2,0,0,-26.7,8.1,0,-26.7,0,0
1,11,3,0,0,-26.7,7.5,0,-26.7,0,0
1,11,4,0,0,-26.7,7.2,0,-26.7,0,0
1,11,5,0,0,-26.7,6.4,0,-26.7,0,0
1,11,6,0,0,-27.2,7.2,0,-27.2,0,0
1,11,7,0,0,-27.8,7.2,0,-27.8,0,0
1,11,8,0,7,-27.8,5.8,6.332,-28.936,49.143,8.181
1,11,9,333,34,-27.8,3.1,223.404,-23.893,1627.997,1552.372
1,11,10,421,89,-27.8,2.2,413.985,-17.071,3027.506,2911.289
1,11,11,676,78,-26.1,4.4,635.192,-13.359,4607.536,4434.35
1,11,12,723,85,-25.6,2.2,712.877,-5.113,5013.64,4823.902
1,11,13,694,89,-24.4,2.2,678.573,-4.625,4758.563,4579.312
1,11,14,594,88,-25,1.7,538.997,-7.677,3806.826,3663.988
1,11,15,353,72,-26.1,4.4,316.49,-19.864,2316.454,2222.02
1,11,16,0,22,-30,2.8,19.899,-30.376,155.285,112.362
1,11,17,0,0,-30,3.1,0,-30,0,0
1,11,18,0,0,-27.8,5.8,0,-27.8,0,0
1,11,19,0,0,-26.7,6.4,0,-26.7,0,0
1,11,20,0,0,-24.4,7.2,0,-24.4,0,0
1,11,21,0,0,-23.3,8.9,0,-23.3,0,0
1,11,22,0,0,-22.8,8.9,0,-22.8,0,0
1,11,23,0,0,-22.2,10.3,0,-22.2,0,0
1,12,0,0,0,-21.1,10.3,0,-21.1,0,0
1,12,1,0,0,-21.1,10.3,0,-21.1,0,0
1,12,2,0,0,-20,10.8,0,-20,0,0
1,12,3,0,0,-19.4,11.9,0,-19.4,0,0
1,12,4,0,0,-18.9,9.7,0,-18.9,0,0
1,12,5,0,0,-18.3,9.4,0,-18.3,0,0
1,12,6,0,0,-17.8,10.3,0,-17.8,0,0
1,12,7,0,0,-17.8,8.9,0,-17.8,0,0
1,12,8,0,3,-17.2,6.4,2.714,-18.385,20.228,0
1,12,9,0,19,-16.7,7.2,17.241,-17.585,128.126,85.71
1,12,10,0,41,-16.7,4.4,37.839,-17.48,281.076,235.761
1,12,11,0,63,-16.1,2.8,60.647,-16.446,448.681,400.063
1,12,12,74,106,-15,4.4,186.749,-12.524,1357.665,1288.812
1,12,13,414,99,-13.9,1.7,480.045,-0.927,3318.369,3192.553
1,12,14,606,73,-12.8,0,541.591,11.026,3533.684,3400.503
1,12,15,375,63,-17.2,0.8,320.442,-4.546,2203.969,2112.762
1,12,16,1,28,-17.8,2.2,25.748,-18.055,191.418,147.816
1,12,17,0,0,-16.1,5.3,0,-16.1,0,0
1,12,18,0,0,-14.4,5,0,-14.4,0,0
1,12,19,0,0,-14.4,4.4,0,-14.4,0,0
1,12,20,0,0,-12.2,3.1,0,-12.2,0,0
1,12,21,0,0,-5,7.2,0,-5,0,0
1,12,22,0,0,-5,6.7,0,-5,0,0
1,12,23,0,0,-6.1,7.5,0,-6.1,0,0
1,13,0,0,0,-5.6,2.8,0,-5.6,0,0
1,13,1,0,0,-5,1.4,0,-5,0,0
1,13,2,0,0,-6.7,0,0,-6.7,0,0
1,13,3,0,0,-5.6,0.8,0,-5.6,0,0
1,13,4,0,0,-6.1,1.4,0,-6.1,0,0
1,13,5,0,0,-8.9,3.1,0,-8.9,0,0
1,13,6,0,0,-7.8,2.8,0,-7.8,0,0
1,13,7,0,0,-9.4,2.8,0,-9.4,0,0
1,13,8,0,9,-12.8,2.2,8.141,-14.763,59.827,18.669
1,13,9,251,26,-11.7,3.9,181.698,-9.292,1254.434,1188.076
1,13,10,61,71,-11.7,1.7,128.491,-9.37,918.191,859.609
1,13,11,119,101,-6.7,2.8,226.942,-2.429,1580.663,1506.249
1,13,12,497,84,-3.3,3.9,533.599,7.577,3558.669,3424.619
1,13,13,520,66,-2.8,3.6,523.67,9.028,3466.737,3335.87
1,13,14,524,62,-5,3.9,476.53,5.269,3189.303,3067.796
1,13,15,398,52,-4.4,3.1,310.581,2.762,2067.445,1980.072
1,13,16,0,22,-7.2,3.6,19.899,-7.789,142.204,99.526
1,13,17,0,0,-6.7,1.4,0,-6.7,0,0
1,13,18,0,0,-6.7,2.2,0,-6.7,0,0
1,13,19,0,0,-5,3.1,0,-5,0,0
1,13,20,0,0,-3.9,3.9,0,-3.9,0,0
1,13,21,0,0,-2.2,5.8,0,-2.2,0,0
1,13,22,0,0,-1.1,5.8,0,-1.1,0,0
1,13,23,0,0,-3.3,5,0,-3.3,0,0
1,14,0,0,0,-3.9,3.9,0,-3.9,0,0
1,14,1,0,0,-3.3,3.9,0,-3.3,0,0
1,14,2,0,0,-3.3,4.4,0,-3.3,0,0
1,14,3,0,0,-5,4.4,0,-5,0,0
1,14,4,0,0,-8.3,4.4,0,-8.3,0,0
1,14,5,0,0,-10,2.8,0,-10,0,0
1,14,6,0,0,-7.2,2.8,0,-7.2,0,0
1,14,7,0,0,-7.2,4.4,0,-7.2,0,0
1,14,8,0,6,-9.4,1.7,5.427,-11.649,39.393,0
1,14,9,121,29,-6.1,5.3,111.119,-5.422,761.811,706.664
1,14,10,61,70,-3.9,5.3,125.998,-2.77,876.25,818.601
1,14,11,39,94,-3.9,6.7,142.054,-2.65,992.048,931.804
1,14,12,127,117,-3.9,5.3,259.512,-0.176,1792.897,1712.971
1,14,13,86,113,-4.4,3.1,207.584,-0.404,1435.573,1364.804
1,14,14,54,86,-6.1,3.6,143.98,-3.986,1009.294,948.658
1,14,15,22,46,-4.4,3.6,68.398,-4.254,478.564,429.342
1,14,16,26,33,-7.2,2.2,40.812,-8.049,285.083,239.691
1,14,17,0,0,-9.4,2.8,0,-9.4,0,0
1,14,18,0,0,-13.9,2.2,0,-13.9,0,0
1,14,19,0,0,-13.9,1.7,0,-13.9,0,0
1,14,20,0,0,-12.8,0.8,0,-12.8,0,0
1,14,21,0,0,-13.3,0,0,-13.3,0,0
1,14,22,0,0,-13.9,4.4,0,-13.9,0,0
1,14,23,0,0,-12.2,5.3,0,-12.2,0,0
1,15,0,0,0,-9.4,5.3,0,-9.4,0,0
1,15,1,0,0,-7.8,5.8,0,-7.8,0,0
1,15,2,0,0,-9.4,3.6,0,-9.4,0,0
1,15,3,0,0,-9.4,3.6,0,-9.4,0,0
1,15,4,0,0,-10.6,3.6,0,-10.6,0,0
1,15,5,0,0,-12.2,3.1,0,-12.2,0,0
1,15,6,0,0,-13.9,3.9,0,-13.9,0,0
1,15,7,0,0,-15,4.4,0,-15,0,0
1,15,8,0,0,-13.3,2.8,0,-13.3,0,0
1,15,9,528,19,-13.3,2.8,303.353,-7.369,2056.069,1969.012
1,15,10,674,54,-11.1,3.1,535.26,1.252,3622.022,3485.756
1,15,11,583,124,-9.4,2.2,626.477,7.632,4169.537,4013.327
1,15,12,688,133,-7.2,2.8,749.847,11.754,4911.146,4725.659
1,15,13,679,127,-7.2,2.2,723.246,13.004,4707.042,4529.872
1,15,14,613,81,-8.3,2.2,558.447,7.519,3702.769,3563.652
1,15,15,380,72,-10,3.1,336.002,-1.877,2289.547,2195.89
1,15,16,19,34,-12.8,3.9,64.669,-12.302,465.523,416.565
1,15,17,0,1,-12.8,4.4,0,-12.8,0,0
1,15,18,0,0,-12.8,5,0,-12.8,0,0
1,15,19,0,0,-11.7,5,0,-11.7,0,0
1,15,20,0,0,-13.9,5,0,-13.9,0,0
1,15,21,0,0,-12.8,4.4,0,-12.8,0,0
1,15,22,0,0,-12.8,1.4,0,-12.8,0,0
1,15,23,0,0,-12.8,0,0,-12.8,0,0
1,16,0,0,0,-13.9,1.4,0,-13.9,0,0
1,16,1,0,0,-17.2,1.7,0,-17.2,0,0
1,16,2,0,0,-15.6,1.7,0,-15.6,0,0
1,16,3,0,0,-16.1,0.8,0,-16.1,0,0
1,16,4,0,0,-16.1,0.8,0,-16.1,0,0
1,16,5,0,0,-13.9,0,0,-13.9,0,0
1,16,6,0,0,-14.4,0,0,-14.4,0,0
1,16,7,0,1,-16.7,0.8,0,-16.7,0,0
1,16,8,0,10,-15.6,1.7,9.045,-17.534,67.203,25.911
1,16,9,336,36,-15.6,2.2,232.693,-11.151,1615.991,1540.674
1,16,10,601,67,-13.3,2.2,500.012,-0.602,3413.048,3284.021
1,16,11,689,84,-10,1.4,656.453,10.242,4316.367,4154.567
1,16,12,738,89,-6.7,1.4,736.711,16.343,4725.68,4547.759
1,16,13,728,86,-5.6,1.7,712.161,15.815,4575.365,4403.457
1,16,14,620,77,-5,3.6,562.721,8.217,3720.329,3580.587
1,16,15,458,34,-6.7,3.9,334.367,0.451,2245.905,2153.501
1,16,16,0,18,-7.8,5.3,18.117,-8.384,129.783,87.336
1,16,17,0,1,-5.6,5.8,0,-5.6,0,0
1,16,18,0,0,-6.7,5.3,0,-6.7,0,0
1,16,19,0,0,-10.6,2.2,0,-10.6,0,0
1,16,20,0,0,-12.2,3.9,0,-12.2,0,0
1,16,21,0,0,-11.7,2.2,0,-11.7,0,0
1,16,22,0,0,-10,3.6,0,-10,0,0
1,16,23,0,0,-8.3,0,0,-8.3,0,0
1,17,0,0,0,-9.4,0.8,0,-9.4,0,0
1,17,1,0,0,-6.7,1.7,0,-6.7,0,0
1,17,2,0,0,-8.3,1.7,0,-8.3,0,0
1,17,3,0,0,-5,3.1,0,-5,0,0
1,17,4,0,0,-5,0.8,0,-5,0,0
1,17,5,0,0,-3.3,2.2,0,-3.3,0,0
1,17,6,0,0,-3.9,2.2,0,-3.9,0,0
1,17,7,0,0,-2.2,3.9,0,-2.2,0,0
1,17,8,0,10,-0.6,3.9,9.045,-2.106,63.142,21.924
1,17,9,309,42,-2.8,3.1,235.561,1.174,1561.215,1487.295
1,17,10,388,91,-5.6,0,396.841,10.537,2590.31,2487.77
1,17,11,425,84,-1.7,3.6,459.081,8.279,3047.4,2930.54
1,17,12,583,83,-1.1,3.6,608.304,12.455,3971.636,3822.799
1,17,13,278,104,2.2,5,369.573,9.025,2450.694,2352.331
1,17,14,233,85,1.7,3.1,291.26,8.019,1933.047,1849.365
1,17,15,404,38,1.7,2.8,309.66,8.498,2012.834,1926.972
1,17,16,54,32,0.6,2.8,75.466,1.488,505.179,455.417
1,17,17,0,1,-2.8,1.7,0,-2.8,0,0
1,17,18,0,0,-5.6,2.8,0,-5.6,0,0
1,17,19,0,0,-6.1,2.8,0,-6.1,0,0
1,17,20,0,0,-4.4,2.2,0,-4.4,0,0
1,17,21,0,0,-1.7,2.8,0,-1.7,0,0
1,17,22,0,0,-1.1,3.6,0,-1.1,0,0
1,17,23,0,0,-3.9,3.9,0,-3.9,0,0
1,18,0,0,0,-3.3,3.9,0,-3.3,0,0
1,18,1,0,0,-7.2,3.6,0,-7.2,0,0
1,18,2,0,0,-6.7,3.6,0,-6.7,0,0
1,18,3,0,0,-3.9,3.1,0,-3.9,0,0
1,18,4,0,0,-3.9,4.4,0,-3.9,0,0
1,18,5,0,0,-5.6,4.4,0,-5.6,0,0
1,18,6,0,0,-5.6,3.9,0,-5.6,0,0
1,18,7,0,0,-5,5.8,0,-5,0,0
1,18,8,0,9,-5.6,5.3,8.141,-6.778,57.935,16.812
1,18,9,212,39,-3.9,5.8,183.364,-1.942,1237.089,1171.145
1,18,10,343,65,-2.2,5,334.77,3.217,2254.345,2161.7
1,18,11,644,68,-2.2,3.1,608.551,11.783,3974.803,3825.849
1,18,12,714,73,-1.7,3.9,703.172,13.825,4562.34,4390.948
1,18,13,704,91,-0.6,3.9,702.187,15.105,4527.144,4357.142
1,18,14,657,76,-6.7,3.6,592.407,7.226,3934.668,3787.188
1,18,15,391,78,-7.2,0.8,351.892,6.308,2318.966,2224.459
1,18,16,64,32,-9.4,1.7,79.179,-7.822,548.965,498.306
1,18,17,0,2,-12.2,1.4,0,-12.2,0,0
1,18,18,0,0,-11.1,3.9,0,-11.1,0,0
1,18,19,0,0,-10.6,3.6,0,-10.6,0,0
1,18,20,0,0,-11.7,1.4,0,-11.7,0,0
1,18,21,0,0,-8.9,2.8,0,-8.9,0,0
1,18,22,0,0,-8.9,3.6,0,-8.9,0,0
1,18,23,0,0,-6.1,3.9,0,-6.1,0,0
1,19,0,0,0,-8.3,3.9,0,-8.3,0,0
