Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
3,25,21,0,0,-0.1,3.1,0,-0.1,0,0
3,25,22,0,0,-1.2,1.7,0,-1.2,0,0
3,25,23,0,0,-1.1,1.7,0,-1.1,0,0
3,26,0,0,0,-0.7,1.1,0,-0.7,0,0
3,26,1,0,0,-1.3,1.1,0,-1.3,0,0
3,26,2,0,0,-1.7,0.6,0,-1.7,0,0
3,26,3,0,0,-1.7,1.7,0,-1.7,0,0
3,26,4,0,0,-4.4,0,0,-4.4,0,0
3,26,5,0,1,-4.7,1.7,0,-4.7,0,0
3,26,6,0,16,-3.3,1.1,14.547,-5.437,102.959,61.01
3,26,7,197,52,-1.6,1.1,105.258,-0.713,645.819,593.144
3,26,8,346,113,0.6,1.9,298.564,7.347,1925.998,1842.506
3,26,9,676,126,3.7,1.9,626.564,20.155,3917.212,3770.37
3,26,10,802,138,5.1,2.5,869.584,27.189,5312.885,5110.451
3,26,11,851,113,6.2,3.6,974.327,28.656,5925.708,5695.952
3,26,12,727,146,7.2,4.2,936.703,27.716,5725.136,5504.518
3,26,13,650,152,7.5,3.6,850.744,27.338,5208.261,5010.314
3,26,14,641,155,7.2,3.6,782.791,25.356,4830.941,4648.746
3,26,15,230,155,6.5,4.2,352.889,14.167,2284.416,2190.906
3,26,16,85,156,4.3,7.2,208.131,6.801,1385.216,1315.689
3,26,17,282,76,1,3.1,176.738,4.061,1099.276,1036.573
3,26,18,53,26,-0.2,1.9,28.828,-0.963,182.988,139.545
3,26,19,0,2,-0.2,1.7,0,-0.2,0,0
3,26,20,0,0,1.1,1.7,0,1.1,0,0
3,26,21,0,0,-0.6,3.1,0,-0.6,0,0
3,26,22,0,0,-1.7,0,0,-1.7,0,0
3,26,23,0,0,-1.3,1.7,0,-1.3,0,0
3,27,0,0,0,-1.1,3.1,0,-1.1,0,0
3,27,1,0,0,-1.7,1.9,0,-1.7,0,0
3,27,2,0,0,-1.8,1.9,0,-1.8,0,0
3,27,3,0,0,-2.4,2.5,0,-2.4,0,0
3,27,4,0,0,-1.9,4.2,0,-1.9,0,0
3,27,5,0,1,-2.2,2.5,0,-2.2,0,0
3,27,6,11,19,-1.6,5.3,17.529,-2.664,120.79,78.511
3,27,7,50,73,-0.8,4.2,83.952,-0.6,560.964,510.057
3,27,8,36,141,0.3,6.7,162.294,1.848,1106.262,1043.396
3,27,9,81,219,1.2,6.1,289.24,5.171,1951.49,1867.307
3,27,10,23,256,1.7,4.2,277.697,6.705,1866.856,1784.959
3,27,11,6,269,2.4,4.7,276.104,7.013,1854.142,1772.585
3,27,12,20,307,2.6,6.1,333,7.491,2231.593,2139.598
3,27,13,96,328,2.6,7.2,457.642,9.013,3046.379,2929.552
3,27,14,260,279,1.6,7.8,550.808,9.19,3660.589,3522.966
3,27,15,165,231,0.8,7.2,381.695,6.23,2563.159,2461.438
3,27,16,38,145,0.2,7.8,169.191,1.984,1154.706,1090.71
3,27,17,3,78,-0.6,9.7,74.795,-0.466,517.453,467.44
3,27,18,0,21,-0.7,8.6,19.205,-1.407,133.68,91.16
3,27,19,0,2,-1.2,7.8,0,-1.2,0,0
3,27,20,0,0,-0.9,7.8,0,-0.9,0,0
3,27,21,0,0,-1.2,7.8,0,-1.2,0,0
3,27,22,0,0,-2.7,4.2,0,-2.7,0,0
3,27,23,0,0,-2.8,5.3,0,-2.8,0,0
3,28,0,0,0,-3.5,5.6,0,-3.5,0,0
3,28,1,0,0,-4.2,4.7,0,-4.2,0,0
3,28,2,0,0,-4.9,4.7,0,-4.9,0,0
3,28,3,0,0,-6.2,3.1,0,-6.2,0,0
3,28,4,0,0,-6.8,2.5,0,-6.8,0,0
3,28,5,0,1,-7.2,4.7,0,-7.2,0,0
3,28,6,110,27,-7.5,3.6,27.056,-8.669,176.039,132.727
3,28,7,700,41,-6.8,3.6,215.59,-3.44,1211.196,1145.868
3,28,8,830,61,-4.9,3.6,477.429,5.117,3052.51,2935.484
3,28,9,882,76,-4.2,2.5,712.46,13.946,4574.87,4402.981
3,28,10,906,97,-2.9,2.5,909.35,20.808,5723.752,5503.196
3,28,11,926,111,-1.3,3.1,1047.656,24.452,6500.093,6243.114
3,28,12,976,78,1.4,2.5,1088.632,30.164,6576.183,6315.48
3,28,13,975,74,-1.1,1.7,1059.712,30.565,6387.851,6136.313
3,28,14,964,69,0,1.9,956.091,27.897,5827.989,5602.708
3,28,15,943,66,-0.1,2.5,792.1,21.278,4943.765,4756.931
3,28,16,892,61,0.2,1.9,568.84,16.973,3518.1,3385.46
3,28,17,769,53,-0.1,1.1,307.645,10.467,1763.375,1684.229
3,28,18,608,37,-2.2,1.9,80.454,-0.916,370.866,323.797
3,28,19,0,4,-4.4,1.9,0,-4.4,0,0
3,28,20,0,0,-5.9,1.9,0,-5.9,0,0
3,28,21,0,0,-5.3,3.1,0,-5.3,0,0
3,28,22,0,0,-4.4,3.6,0,-4.4,0,0
3,28,23,0,0,-5.8,1.9,0,-5.8,0,0
3,29,0,0,0,-5.8,1.9,0,-5.8,0,0
3,29,1,0,0,-6.6,1.9,0,-6.6,0,0
3,29,2,0,0,-7.4,1.7,0,-7.4,0,0
3,29,3,0,0,-7.9,1.1,0,-7.9,0,0
3,29,4,0,0,-7.9,1.1,0,-7.9,0,0
3,29,5,0,2,-9.8,1.1,0,-9.8,0,0
3,29,6,313,18,-8.8,1.9,26.386,-10.071,141.857,99.185
3,29,7,664,46,-5.5,1.1,214.387,-0.818,1206.163,1140.954
3,29,8,814,64,-2.8,2.5,475.667,8.42,3002.881,2887.459
3,29,9,892,76,-1.4,3.1,721.818,15.635,4601.201,4428.267
3,29,10,929,83,0.5,3.1,906.575,22.431,5663.553,5445.702
3,29,11,951,86,1.6,2.5,1033.179,28.628,6284.811,6038.217
3,29,12,961,84,2.4,1.1,1082.823,37.549,6308.478,6060.753
3,29,13,959,81,3.8,1.1,1054.245,38.235,6119.78,5881
3,29,14,951,76,4.1,1.1,954.394,35.656,5602.857,5387.717
3,29,15,935,70,4.4,1.1,791.92,30.975,4721.889,4544.121
3,29,16,886,61,4.1,1.1,566.195,23.454,3399.679,3271.107
3,29,17,759,48,3.6,1.9,299.874,12.083,1703.745,1626.16
3,29,18,592,29,1.4,2.5,70.12,2.184,305.418,259.631
3,29,19,1,3,-1.4,1.9,0,-1.4,0,0
3,29,20,0,0,-2.6,1.9,0,-2.6,0,0
3,29,21,0,0,-3.4,2.5,0,-3.4,0,0
3,29,22,0,0,-3.6,3.1,0,-3.6,0,0
3,29,23,0,0,-3.4,3.1,0,-3.4,0,0
3,30,0,0,0,-3.7,2.5,0,-3.7,0,0
3,30,1,0,0,-3.7,3.1,0,-3.7,0,0
3,30,2,0,0,-4.1,2.5,0,-4.1,0,0
3,30,3,0,0,-5.1,1.1,0,-5.1,0,0
3,30,4,0,0,-5.6,1.9,0,-5.6,0,0
3,30,5,0,2,-6.3,1.7,0,-6.3,0,0
3,30,6,125,32,-5.1,1.7,31.005,-6.305,202.4,158.59
3,30,7,601,58,-2.3,1.9,213.732,1.744,1216.26,1150.812
3,30,8,610,120,0.6,3.1,437.429,10.068,2772.203,2664.083
3,30,9,648,145,2.2,1.9,634.57,19.411,3986.823,3837.427
3,30,10,719,189,3.3,2.5,860.756,25.279,5309.619,5107.326
3,30,11,389,315,5.8,4.7,754.99,21.165,4757.717,4578.501
3,30,12,111,386,5.3,6.7,546.846,13.995,3561.1,3426.966
3,30,13,212,361,5.9,6.1,628.648,16.325,4050.813,3899.048
3,30,14,96,300,5.3,5.3,412.677,12.725,2701.524,2595.591
3,30,15,104,241,5.5,3.6,334.318,12.542,2186.012,2095.313
3,30,16,75,181,5,3.1,229.588,9.697,1512.036,1439.358
3,30,17,200,92,4.1,1.9,162.502,7.434,1017.919,957.087
3,30,18,178,36,1.5,1.1,46.285,1.257,267.338,222.288
3,30,19,0,3,1.4,1.9,0,1.4,0,0
3,30,20,0,0,1.6,1.7,0,1.6,0,0
3,30,21,0,0,0.5,0,0,0.5,0,0
3,30,22,0,0,2,0.6,0,2,0,0
3,30,23,0,0,-0.4,0,0,-0.4,0,0
3,31,0,0,0,-0.1,3.1,0,-0.1,0,0
3,31,1,0,0,-0.6,1.1,0,-0.6,0,0
3,31,2,0,0,0.1,1.7,0,0.1,0,0
3,31,3,0,0,-0.2,1.1,0,-0.2,0,0
3,31,4,0,0,-0.3,1.1,0,-0.3,0,0
3,31,5,0,2,-0.8,1.1,0,-0.8,0,0
3,31,6,0,21,-0.8,0.6,18.938,-3.013,132.707,90.205
3,31,7,38,69,-0.5,0,76.065,-1.272,513.099,463.175
3,31,8,17,138,-0.1,0,141.563,3.688,960.779,901.242
3,31,9,42,193,0.4,0,229.138,8.842,1523.524,1450.557
3,31,10,82,248,1.1,0.6,333.467,12.132,2188.148,2097.389
3,31,11,92,291,2.1,1.1,402.877,14.399,2618.572,2515.175
3,31,12,220,285,3.7,3.1,547.519,16.26,3529.301,3396.272
3,31,13,445,252,3.5,1.9,760.338,24.386,4720.657,4542.939
3,31,14,486,177,3.1,2.5,664.253,20.596,4192.427,4035.352
3,31,15,456,168,2.9,1.9,550.39,18.615,3487.835,3356.241
3,31,16,335,159,2.5,2.5,363.372,11.763,2337.814,2242.76
3,31,17,408,69,0.9,1.7,209.016,6.314,1261.823,1195.288
3,31,18,312,26,-1.1,1.1,46.913,-1.061,234.8,190.374
3,31,19,0,4,-1.6,1.9,3.618,-3.649,25.419,0
3,31,20,0,0,-2,1.9,0,-2,0,0
3,31,21,0,0,-2.1,1.7,0,-2.1,0,0
3,31,22,0,0,-2,1.1,0,-2,0,0
3,31,23,0,0,-1.5,0,0,-1.5,0,0
4,1,0,0,0,-0.8,1.7,0,-0.8,0,0
4,1,1,0,0,-0.2,4.7,0,-0.2,0,0
4,1,2,0,0,0,4.2,0,0,0,0
4,1,3,0,0,0.1,4.2,0,0.1,0,0
4,1,4,0,0,0,3.6,0,0,0,0
4,1,5,0,3,0,2.5,0,0,0,0
4,1,6,166,30,0.2,4.2,28.335,-0.842,176.635,133.311
4,1,7,472,66,2.2,5.6,186.478,4.306,1072.916,1010.822
4,1,8,542,125,4.5,5.6,399.78,10.778,2531.301,2430.537
4,1,9,256,245,6.6,6.1,435.51,13.467,2824.885,2715.119
4,1,10,133,309,6.9,7.2,435.864,13.105,2847.29,2736.82
4,1,11,149,353,9.1,8.3,533.516,16.17,3440.113,3310.159
4,1,12,99,337,9.7,7.8,453.384,15.959,2926.561,2813.583
4,1,13,104,311,10.5,7.2,424.734,16.578,2733.838,2626.907
4,1,14,217,328,11.2,5.6,551.047,20.641,3479.447,3348.142
4,1,15,183,265,12.2,7.8,418.249,17.971,2666.371,2561.517
4,1,16,95,178,12.7,7.2,227.16,15.636,1453.977,1382.751
4,1,17,47,112,10.6,5.6,121.466,11.855,782.183,726.595
4,1,18,4,33,9.5,6.1,28.858,8.91,191.076,147.48
4,1,19,0,3,8,5.6,2.714,6.753,18.243,0
4,1,20,0,0,6.2,4.7,0,6.2,0,0
4,1,21,0,0,5.4,4.7,0,5.4,0,0
4,1,22,0,0,6.2,5.3,0,6.2,0,0
4,1,23,0,0,5.8,4.7,0,5.8,0,0
4,2,0,0,0,6.9,6.1,0,6.9,0,0
4,2,1,0,0,5.9,4.2,0,5.9,0,0
4,2,2,0,0,4.8,3.1,0,4.8,0,0
4,2,3,0,0,4.5,3.6,0,4.5,0,0
4,2,4,0,0,4.4,1.9,0,4.4,0,0
4,2,5,0,1,4.4,2.5,0,4.4,0,0
4,2,6,9,10,4.3,1.1,9.047,1.912,61.11,19.929
4,2,7,4,41,5,1.9,36.816,3.85,248.985,204.287
4,2,8,33,105,7.8,1.9,114.491,9.036,755.474,700.463
4,2,9,282,189,9.5,3.6,401.706,17.359,2557.563,2456.011
4,2,10,721,153,10.8,1.7,805.925,32.7,4797.793,4616.95
4,2,11,804,131,12,3.6,934.633,33.225,5561.049,5347.765
4,2,12,731,168,12.9,7.2,947.406,27.751,5789.973,5566.422
4,2,13,303,257,12.6,6.1,589.429,22.901,3685.147,3546.655
4,2,14,69,243,12.3,6.1,305.875,17.191,1962.677,1878.188
4,2,15,131,209,10.6,8.3,315.928,14.423,2046.974,1960.169
4,2,16,5,68,8.5,8.3,62.247,8.645,414.274,366.344
4,2,17,4,32,5.3,6.1,29.157,4.607,196.406,152.709
4,2,18,2,16,5.8,4.7,14.068,4.623,94.87,53.07
4,2,19,0,9,5,3.6,8.141,3.442,55.514,14.435
4,2,20,0,0,3.2,4.2,0,3.2,0,0
4,2,21,0,0,2.6,4.2,0,2.6,0,0
4,2,22,0,0,2.2,4.7,0,2.2,0,0
4,2,23,0,0,1.9,4.7,0,1.9,0,0
4,3,0,0,0,1.2,4.2,0,1.2,0,0
4,3,1,0,0,0.9,3.6,0,0.9,0,0
4,3,2,0,0,0.2,3.1,0,0.2,0,0
4,3,3,0,0,-0.4,2.5,0,-0.4,0,0
4,3,4,0,0,-0.1,3.1,0,-0.1,0,0
4,3,5,0,5,0.9,3.1,0,0.9,0,0
4,3,6,100,25,1.5,3.6,22.487,0.231,145.417,102.679
4,3,7,104,82,2.2,3.6,104.76,2.927,673.352,620.096
4,3,8,427,121,4.9,2.5,342.942,12.223,2167.179,2077.013
4,3,9,699,117,6.9,4.2,628.536,19.597,3944.551,3796.708
4,3,10,846,94,7.9,6.1,841.728,22.153,5267.392,5066.916
4,3,11,958,67,8.9,7.8,996.602,23.608,6208.387,5965.428
4,3,12,895,96,9.6,5.3,1009.216,28.845,6135.563,5896.042
4,3,13,691,141,9.6,6.1,858.982,24.649,5326.286,5123.274
4,3,14,498,156,10.1,7.8,631.788,19.351,4010.166,3859.908
4,3,15,529,166,9.1,7.2,585.173,17.887,3718.812,3579.124
4,3,16,625,119,8.9,5.3,477.643,17.508,2967.67,2853.379
4,3,17,611,75,7.3,6.7,273.819,11.182,1592.403,1517.689
4,3,18,429,40,5.3,5.6,65.368,5.545,317.339,271.321
4,3,19,2,7,3.2,5.6,6.332,2.039,43.436,2.577
4,3,20,0,0,1.3,4.2,0,1.3,0,0
4,3,21,0,0,0.1,1.7,0,0.1,0,0
4,3,22,0,0,-0.1,1.1,0,-0.1,0,0
4,3,23,0,0,-0.3,0,0,-0.3,0,0
4,4,0,0,0,-0.4,1.9,0,-0.4,0,0
4,4,1,0,0,-0.7,0,0,-0.7,0,0
4,4,2,0,0,-0.8,1.1,0,-0.8,0,0
4,4,3,0,0,-1.2,1.1,0,-1.2,0,0
4,4,4,0,0,-1.8,1.1,0,-1.8,0,0
4,4,5,0,5,-2.4,1.7,0,-2.4,0,0
4,4,6,169,38,-1.8,1.9,33.565,-3.133,219.923,175.78
4,4,7,594,48,-0.4,2.5,203.846,3.071,1150.19,1086.3
4,4,8,742,59,0.7,3.1,434.731,10.074,2735.279,2628.304
4,4,9,548,194,1.7,1.9,601.919,18.039,3813.136,3670.07
4,4,10,518,220,2.6,1.9,702.972,22.195,4401.637,4236.545
4,4,11,112,258,3.2,1.9,385.11,14.548,2501.405,2401.535
4,4,12,88,289,3.4,3.1,383.763,11.989,2521.512,2421.041
4,4,13,224,267,3.3,4.7,524.261,13.155,3426.506,3297.018
4,4,14,206,249,3.5,3.1,447.564,13.993,2912.286,2799.762
4,4,15,329,203,3.3,4.7,465.798,12.083,3042.986,2926.269
4,4,16,564,128,4,4.2,450.332,13.114,2857.926,2747.122
4,4,17,426,123,1.9,2.5,259.663,8.17,1584.618,1510.103
4,4,18,209,55,1.2,4.2,61.8,1.434,362.937,316.025
4,4,19,1,11,-0.4,4.2,9.95,-1.725,69.346,28.015
4,4,20,0,0,-0.5,4.7,0,-0.5,0,0
4,4,21,0,0,-0.8,5.3,0,-0.8,0,0
4,4,22,0,0,-1,4.2,0,-1,0,0
4,4,23,0,0,-1.2,5.6,0,-1.2,0,0
4,5,0,0,0,-1.4,5.6,0,-1.4,0,0
4,5,1,0,0,-1.8,5.3,0,-1.8,0,0
4,5,2,0,0,-2.1,4.7,0,-2.1,0,0
4,5,3,0,0,-2.2,5.6,0,-2.2,0,0
4,5,4,0,0,-2.4,5.6,0,-2.4,0,0
4,5,5,0,4,-2.6,5.6,0,-2.6,0,0
4,5,6,333,31,-1.8,6.1,31.376,-2.553,192.8,149.172
4,5,7,639,50,-0.4,6.1,219.161,2.168,1242.475,1176.403
4,5,8,845,59,1.6,6.7,486.822,8.67,3081.022,2963.069
4,5,9,912,66,2.9,7.8,713.629,12.973,4608.449,4435.226
4,5,10,944,73,4.3,8.3,895.495,16.8,5743.007,5521.583
4,5,11,947,83,5.3,8.3,1008.626,19.601,6401.191,6149.011
4,5,12,949,83,6.8,7.8,1049.2,22.435,6574.445,6313.828
4,5,13,951,79,8.2,8.3,1022.265,22.859,6391.869,6140.138
4,5,14,921,80,8.3,5.6,911.844,25.168,5631.586,5415.165
4,5,15,866,77,9.3,5.3,731.441,23.202,4526.685,4356.701
4,5,16,787,70,9.5,2.5,512.647,22.935,3090.269,2972.015
4,5,17,651,63,9.1,1.7,274.92,16.916,1546.244,1472.704
4,5,18,406,47,7.3,0,70.66,10.625,350.331,303.667
4,5,19,1,9,4.2,1.1,8.141,2.167,55.816,14.732
4,5,20,0,0,2.4,1.7,0,2.4,0,0
4,5,21,0,0,1.3,0,0,1.3,0,0
4,5,22,0,0,-0.1,0.6,0,-0.1,0,0
4,5,23,0,0,-0.3,1.7,0,-0.3,0,0
4,6,0,0,0,-1.4,1.7,0,-1.4,0,0
4,6,1,0,0,-0.9,1.7,0,-0.9,0,0
4,6,2,0,0,0.8,0.6,0,0.8,0,0
4,6,3,0,0,1.1,1.1,0,1.1,0,0
4,6,4,0,0,0.7,1.1,0,0.7,0,0
4,6,5,0,4,-0.3,1.1,0,-0.3,0,0
4,6,6,75,28,1.1,1.9,23.773,-0.484,159.707,116.702
4,6,7,386,82,1.5,1.7,184.518,4.76,1096.547,1033.907
4,6,8,601,119,3.7,1.9,432.225,14.444,2696.178,2590.409
4,6,9,511,206,5.8,3.1,590.611,19.413,3720.873,3581.112
4,6,10,701,180,8.1,3.1,822.337,27.454,5022.412,4832.308
4,6,11,742,179,9.1,3.6,940.691,30.601,5669.499,5451.382
4,6,12,453,285,9.7,5.3,795.967,24.86,4931.63,4745.298
4,6,13,297,291,8.6,4.7,621.88,21.172,3919.44,3772.517
4,6,14,439,244,9.5,5.3,677.445,21.943,4250.181,4090.914
4,6,15,165,242,9.2,5.6,375.709,15.772,2419.313,2321.876
4,6,16,131,193,8.6,5.6,268.008,12.752,1735.062,1656.659
4,6,17,156,130,7.6,6.1,175.392,9.752,1109.326,1046.389
4,6,18,26,58,6.9,1.9,50.901,6.836,334.436,288.084
4,6,19,0,8,5.5,2.5,7.236,3.821,49.266,8.301
4,6,20,0,0,3.7,0,0,3.7,0,0
4,6,21,0,0,2.2,2.5,0,2.2,0,0
4,6,22,0,0,0.4,1.7,0,0.4,0,0
4,6,23,0,0,-0.5,0,0,-0.5,0,0
4,7,0,0,0,-1.1,1.1,0,-1.1,0,0
4,7,1,0,0,-1.4,1.1,0,-1.4,0,0
4,7,2,0,0,-1.4,1.7,0,-1.4,0,0
4,7,3,0,0,-1.9,1.1,0,-1.9,0,0
4,7,4,0,0,-1.8,1.9,0,-1.8,0,0
4,7,5,0,3,-0.7,2.5,2.714,-2.719,18.991,0
4,7,6,10,21,-0.6,3.6,18.529,-1.994,128.568,86.143
4,7,7,53,82,0.7,5.3,88.816,0.989,590.536,539.017
4,7,8,223,172,2.1,6.7,283.592,5.666,1872.491,1790.443
4,7,9,162,238,2.1,6.1,361.705,7.5,2413.282,2316.022
4,7,10,20,226,2.5,5.3,227.821,5.983,1536.423,1463.131
4,7,11,6,166,1.5,5.3,156.191,3.405,1065.28,1003.362
4,7,12,4,126,1,6.7,116.27,1.873,798.197,742.261
4,7,13,4,128,1,6.7,118.048,1.857,810.45,754.247
4,7,14,4,106,0.3,6.7,97.208,0.812,670.29,617.099
4,7,15,2,79,0.3,6.1,70.767,0.357,488.837,439.407
4,7,16,1,49,-0.2,6.1,43.392,-0.659,300.922,255.223
4,7,17,1,54,-0.3,4.7,47.565,-0.802,329.872,283.609
4,7,18,1,32,-0.4,5.6,27.929,-1.204,193.93,150.28
4,7,19,0,4,-0.4,5.3,3.618,-1.727,25.217,0
4,7,20,0,0,-0.5,4.7,0,-0.5,0,0
4,7,21,0,0,-0.7,5.6,0,-0.7,0,0
4,7,22,0,0,-0.7,5.3,0,-0.7,0,0
4,7,23,0,0,-0.9,4.2,0,-0.9,0,0
4,8,0,0,0,-1,4.2,0,-1,0,0
4,8,1,0,0,-1.4,2.5,0,-1.4,0,0
4,8,2,0,0,-1.4,3.6,0,-1.4,0,0
4,8,3,0,0,-1.7,3.1,0,-1.7,0,0
4,8,4,0,0,-2,1.9,0,-2,0,0
4,8,5,0,4,-2.5,1.7,3.618,-4.825,25.543,0
4,8,6,9,29,-2.3,2.5,24.863,-3.747,173.938,130.666
4,8,7,8,106,-2,2.5,97.344,-1.412,674.323,621.046
4,8,8,15,206,-3.4,7.2,201.348,-1.303,1397.923,1328.083
4,8,9,34,320,-5,7.2,337.197,-0.659,2337.452,2242.409
4,8,10,51,415,-5,7.2,489.595,1.883,3360.106,3232.879
4,8,11,143,434,-5.4,6.7,604.945,3.895,4116.999,3962.765
4,8,12,340,423,-4.9,5.6,825.41,9.768,5476.672,5267.11
4,8,13,244,424,-4.3,5.6,707.764,8.528,4721.334,4543.589
4,8,14,166,389,-4.4,5.3,572.41,6.152,3856.428,3711.798
4,8,15,77,327,-4.5,3.6,396.146,4.496,2685.442,2580.003
4,8,16,27,217,-4,4.2,219.236,-0.054,1513.03,1440.327
4,8,17,12,139,-4.6,1.7,130.708,-2.09,907.99,849.636
4,8,18,12,59,-4.4,3.1,50.663,-4.719,353.765,307.033
4,8,19,0,12,-4.9,1.7,10.854,-6.814,77.258,35.782
4,8,20,0,0,-5.4,1.7,0,-5.4,0,0
4,8,21,0,0,-4.7,4.2,0,-4.7,0,0
4,8,22,0,0,-5.3,1.7,0,-5.3,0,0
4,8,23,0,0,-6.7,2.5,0,-6.7,0,0
4,9,0,0,0,-7.6,3.1,0,-7.6,0,0
4,9,1,0,0,-7.6,1.9,0,-7.6,0,0
4,9,2,0,0,-8.2,1.9,0,-8.2,0,0
4,9,3,0,0,-8.7,1.9,0,-8.7,0,0
4,9,4,0,0,-8.4,1.7,0,-8.4,0,0
4,9,5,0,7,-12.8,1.1,6.332,-15.432,46.655,5.738
4,9,6,54,46,-11.6,1.9,37.839,-12.855,269.935,224.834
4,9,7,27,133,-9.5,1.7,127.815,-7.871,902.468,844.237
4,9,8,149,214,-7.5,1.9,291.415,-0.763,1993.999,1908.653
4,9,9,317,278,-6.3,5.3,524.647,2.698,3568.579,3434.185
4,9,10,236,397,-5.4,5.6,636.114,5.678,4292.783,4131.888
4,9,11,322,371,-5.6,5.6,731.682,7.393,4904.681,4719.461
4,9,12,166,429,-5.1,5.6,642.464,6.393,4325.963,4163.795
4,9,13,134,449,-5.7,5.6,615.425,5.167,4165.705,4009.639
4,9,14,146,373,-5.4,4.7,520.884,4.8,3529.85,3396.802
4,9,15,98,324,-4.9,5.6,406.898,1.958,2787.397,2678.803
4,9,16,62,258,-5.4,5.3,293.213,-0.624,2024.296,1938.117
4,9,17,69,149,-5.6,4.7,162.397,-3.304,1113.945,1050.901
4,9,18,21,69,-5.8,4.2,59.055,-5.851,412.041,364.156
4,9,19,0,12,-7,2.5,10.854,-8.666,77.843,36.356
4,9,20,0,0,-7,0,0,-7,0,0
4,9,21,0,0,-7,1.1,0,-7,0,0
4,9,22,0,0,-7.7,0,0,-7.7,0,0
4,9,23,0,0,-8.6,1.9,0,-8.6,0,0
4,10,0,0,0,-10.7,1.9,0,-10.7,0,0
4,10,1,0,0,-13.3,1.9,0,-13.3,0,0
4,10,2,0,0,-13.5,1.9,0,-13.5,0,0
4,10,3,0,0,-14.2,1.7,0,-14.2,0,0
4,10,4,0,0,-13.4,1.7,0,-13.4,0,0
4,10,5,1,8,-13.6,1.1,7.236,-16.204,53.483,12.441
4,10,6,319,44,-13,1.9,42.77,-14.102,272.125,226.983
4,10,7,603,74,-11.4,1.9,241.593,-6.41,1468.708,1397.115
4,10,8,812,92,-9.1,1.7,516.901,5.009,3349.108,3222.254
4,10,9,887,107,-6.5,1.1,756.432,17.876,4787.613,4607.184
4,10,10,924,119,-5.2,1.7,947.137,22.644,5916.321,5686.997
4,10,11,945,125,-4.3,1.9,1071.876,26.521,6587.497,6326.238
4,10,12,952,123,-3.3,1.1,1114.765,33.442,6628.429,6365.153
4,10,13,942,120,-2.8,1.1,1075.299,32.983,6407.081,6154.616
4,10,14,914,114,-2.5,1.9,955.533,25.612,5890.127,5662.006
4,10,15,871,103,-2.2,1.9,771.426,20.676,4833.233,4650.945
4,10,16,803,90,-2.2,1.1,543.58,16.737,3377.497,3249.681
4,10,17,659,76,-2.2,1.9,291.215,6.071,1730.916,1652.622
4,10,18,409,54,-3.2,1.1,78.15,-1.607,416.255,368.286
4,10,19,3,14,-6.1,1.7,12.663,-7.839,90.512,48.792
4,10,20,0,0,-6.8,1.9,0,-6.8,0,0
4,10,21,0,0,-7.7,1.9,0,-7.7,0,0
4,10,22,0,0,-7.5,3.6,0,-7.5,0,0
4,10,23,0,0,-8.3,3.1,0,-8.3,0,0
4,11,0,0,0,-9.5,3.1,0,-9.5,0,0
4,11,1,0,0,-9.8,3.6,0,-9.8,0,0
4,11,2,0,0,-10.1,3.1,0,-10.1,0,0
4,11,3,0,0,-9.8,3.1,0,-9.8,0,0
4,11,4,0,0,-10.1,3.1,0,-10.1,0,0
4,11,5,1,9,-9.8,2.5,8.141,-11.713,59.104,17.96
4,11,6,346,43,-7.6,3.1,46.176,-8.4,281.393,236.072
4,11,7,634,67,-5,3.1,244.94,-0.675,1446.317,1375.281
4,11,8,834,82,-2.9,4.2,518.271,7.229,3323.897,3197.894
4,11,9,902,95,-1.3,4.7,755.857,13.486,4879.308,4695.131
4,11,10,937,104,0.2,4.7,942.939,19.175,5985.129,5752.629
4,11,11,956,106,1.8,4.2,1051.474,24.734,6516.797,6259.003
4,11,12,967,101,2.9,4.7,1093.903,25.403,6760.311,6490.484
4,11,13,964,95,4.2,4.2,1057.793,27.539,6470.308,6214.778
4,11,14,945,88,4.8,4.7,944.98,24.326,5860.045,5633.301
4,11,15,894,82,5.1,4.2,759.491,21.813,4731.983,4553.808
4,11,16,823,76,5.1,4.2,540.001,16.745,3351.685,3224.744
4,11,17,699,66,4.4,3.6,294.13,10.828,1701.146,1623.628
4,11,18,399,46,1.7,3.1,70.204,2.357,357.191,310.392
4,11,19,2,11,0,2.5,9.95,-1.606,69.312,27.981
4,11,20,0,0,-0.9,2.5,0,-0.9,0,0
4,11,21,0,0,-1.4,1.7,0,-1.4,0,0
4,11,22,0,0,-1.6,3.1,0,-1.6,0,0
4,11,23,0,0,-1.5,3.1,0,-1.5,0,0
4,12,0,0,0,-2,1.7,0,-2,0,0
4,12,1,0,0,-2.6,0.6,0,-2.6,0,0
4,12,2,0,0,-3.5,0,0,-3.5,0,0
4,12,3,0,0,-3.6,1.9,0,-3.6,0,0
4,12,4,0,0,-3.8,1.7,0,-3.8,0,0
4,12,5,4,2,-2.9,1.7,1.809,-5.256,12.794,0
4,12,6,22,43,-1.8,0.6,36.498,-3.72,253.092,208.316
4,12,7,60,118,-0.5,1.9,124.849,0.979,836.656,779.88
4,12,8,183,198,1,1.9,291.029,7.604,1916.154,1832.929
4,12,9,316,264,2.3,2.5,508.993,14.503,3288.527,3163.714
