Company Name,Customer Class,Product,Effective Start Date (mm/dd/yyyy),Effective End Date(mm/dd/yyyy),Contract Length(months),Electricity $/kWh,Service Area
EasyMax by ENMAX Energy Corp.,Home,Three Year,1/25/2002 0:00,3/21/2002 0:00,36,0.057,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Two Year,1/25/2002 0:00,3/21/2002 0:00,24,0.056,EPCOR
EasyMax by ENMAX Energy Corp.,Home,One Year,1/25/2002 0:00,3/21/2002 0:00,12,0.055,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Three Year,1/25/2002 0:00,3/21/2002 0:00,36,0.057,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Two Year,1/25/2002 0:00,3/21/2002 0:00,24,0.056,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,One Year,1/25/2002 0:00,3/21/2002 0:00,12,0.055,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Three Year,1/25/2002 0:00,3/13/2002 0:00,36,0.056,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Five Year,1/25/2002 0:00,3/13/2002 0:00,60,0.054,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Three Year,1/25/2002 0:00,3/13/2002 0:00,36,0.055,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Five Year,1/25/2002 0:00,3/13/2002 0:00,60,0.056,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Three Year,1/25/2002 0:00,3/13/2002 0:00,36,0.057,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Five Year,3/14/2002 0:00,3/21/2002 0:00,60,0.059,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Three Year,3/14/2002 0:00,3/21/2002 0:00,36,0.06,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Five Year,3/14/2002 0:00,3/21/2002 0:00,60,0.056,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Three Year,3/14/2002 0:00,3/21/2002 0:00,36,0.057,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Five Year,3/14/2002 0:00,3/21/2002 0:00,60,0.062,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Three Year,3/14/2002 0:00,3/21/2002 0:00,36,0.063,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Five Year,3/22/2002 0:00,4/9/2002 0:00,60,0.063,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Three Year,3/22/2002 0:00,4/9/2002 0:00,36,0.063,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Two Year,3/22/2002 0:00,4/9/2002 0:00,24,0.064,EPCOR
EasyMax by ENMAX Energy Corp.,Home,One Year,3/22/2002 0:00,4/9/2002 0:00,12,0.064,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Five Year,3/22/2002 0:00,4/9/2002 0:00,60,0.063,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Three Year,3/22/2002 0:00,4/9/2002 0:00,36,0.063,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Two Year,3/22/2002 0:00,4/9/2002 0:00,24,0.064,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,One Year,3/22/2002 0:00,4/9/2002 0:00,12,0.064,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Five Year,3/22/2002 0:00,4/3/2002 0:00,60,0.063,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Three Year,3/22/2002 0:00,4/3/2002 0:00,36,0.063,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Five Year,3/22/2002 0:00,4/3/2002 0:00,60,0.06,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Three Year,3/22/2002 0:00,4/3/2002 0:00,36,0.061,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Five Year,3/22/2002 0:00,4/3/2002 0:00,60,0.066,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Three Year,3/22/2002 0:00,4/3/2002 0:00,36,0.066,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Five Year,4/4/2002 0:00,4/16/2002 0:00,60,0.068,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Three Year,4/4/2002 0:00,4/16/2002 0:00,36,0.069,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Five Year,4/4/2002 0:00,4/16/2002 0:00,60,0.061,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Three Year,4/4/2002 0:00,4/16/2002 0:00,36,0.065,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Five Year,4/4/2002 0:00,4/16/2002 0:00,60,0.07,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Three Year,4/4/2002 0:00,4/16/2002 0:00,36,0.07,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Five Year,4/10/2002 0:00,6/13/2002 0:00,60,0.065,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Three Year,4/10/2002 0:00,6/13/2002 0:00,36,0.065,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Two Year,4/10/2002 0:00,6/13/2002 0:00,24,0.067,EPCOR
EasyMax by ENMAX Energy Corp.,Home,One Year,4/10/2002 0:00,5/9/2002 0:00,12,0.067,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Five Year,4/10/2002 0:00,6/13/2002 0:00,60,0.065,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Three Year,4/10/2002 0:00,6/13/2002 0:00,36,0.065,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Two Year,4/10/2002 0:00,6/13/2002 0:00,24,0.067,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,One Year,4/10/2002 0:00,5/9/2002 0:00,12,0.067,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Five Year,4/17/2002 0:00,6/13/2002 0:00,60,0.064,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Three Year,4/17/2002 0:00,6/13/2002 0:00,36,0.065,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Five Year,4/17/2002 0:00,5/9/2002 0:00,60,0.059,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Three Year,4/17/2002 0:00,5/9/2002 0:00,36,0.065,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Five Year,4/17/2002 0:00,5/9/2002 0:00,60,0.063,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Three Year,4/17/2002 0:00,5/9/2002 0:00,36,0.064,EPCOR
EasyMax by ENMAX Energy Corp.,Home,One Year,5/10/2002 0:00,6/13/2002 0:00,12,0.069,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,One Year,5/10/2002 0:00,6/13/2002 0:00,12,0.069,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Five Year,5/10/2002 0:00,5/23/2002 0:00,60,0.062,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Three Year,5/10/2002 0:00,5/23/2002 0:00,36,0.065,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Five Year,5/10/2002 0:00,6/13/2002 0:00,60,0.065,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Three Year,5/10/2002 0:00,5/30/2002 0:00,36,0.067,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Five Year,5/24/2002 0:00,6/13/2002 0:00,60,0.06,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Three Year,5/24/2002 0:00,6/13/2002 0:00,36,0.061,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Two Year,5/24/2002 0:00,6/13/2002 0:00,24,0.067,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,One Year,5/24/2002 0:00,5/30/2002 0:00,12,0.069,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Three Year,5/31/2002 0:00,6/13/2002 0:00,36,0.065,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,One Year,5/31/2002 0:00,6/13/2002 0:00,12,0.068,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Five Year,6/14/2002 0:00,9/11/2002 0:00,60,0.064,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Three Year,6/14/2002 0:00,9/11/2002 0:00,36,0.063,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Two Year,6/14/2002 0:00,7/11/2002 0:00,24,0.063,EPCOR
EasyMax by ENMAX Energy Corp.,Home,One Year,6/14/2002 0:00,7/11/2002 0:00,12,0.062,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Five Year,6/14/2002 0:00,9/11/2002 0:00,60,0.064,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Three Year,6/14/2002 0:00,9/11/2002 0:00,36,0.063,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Two Year,6/14/2002 0:00,7/11/2002 0:00,24,0.063,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,One Year,6/14/2002 0:00,7/11/2002 0:00,12,0.062,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Five Year,6/14/2002 0:00,6/27/2002 0:00,60,0.061,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Three Year,6/14/2002 0:00,6/27/2002 0:00,36,0.062,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Five Year,6/14/2002 0:00,6/27/2002 0:00,60,0.059,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Three Year,6/14/2002 0:00,6/27/2002 0:00,36,0.06,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Five Year,6/14/2002 0:00,6/27/2002 0:00,60,0.062,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Three Year,6/14/2002 0:00,6/27/2002 0:00,36,0.061,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Two Year,6/14/2002 0:00,6/27/2002 0:00,24,0.062,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,One Year,6/14/2002 0:00,6/27/2002 0:00,12,0.063,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Five Year,6/28/2002 0:00,8/15/2002 0:00,60,0.064,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Three Year,6/28/2002 0:00,8/15/2002 0:00,36,0.065,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Five Year,6/28/2002 0:00,7/4/2002 0:00,60,0.06,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Three Year,6/28/2002 0:00,7/4/2002 0:00,36,0.061,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Five Year,6/28/2002 0:00,7/4/2002 0:00,60,0.067,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Three Year,6/28/2002 0:00,7/4/2002 0:00,36,0.065,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Two Year,6/28/2002 0:00,7/4/2002 0:00,24,0.067,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,One Year,6/28/2002 0:00,7/4/2002 0:00,12,0.068,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Five Year,7/5/2002 0:00,8/21/2002 0:00,60,0.059,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Three Year,7/5/2002 0:00,8/15/2002 0:00,36,0.06,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Five Year,7/5/2002 0:00,8/8/2002 0:00,60,0.065,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Three Year,7/5/2002 0:00,8/15/2002 0:00,36,0.063,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Two Year,7/5/2002 0:00,7/11/2002 0:00,24,0.064,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,One Year,7/5/2002 0:00,7/11/2002 0:00,12,0.065,EPCOR
EasyMax by ENMAX Energy Corp.,Home,One Year,7/12/2002 0:00,8/15/2002 0:00,12,0.065,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Two Year,7/12/2002 0:00,10/10/2002 0:00,24,0.064,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,One Year,7/12/2002 0:00,8/15/2002 0:00,12,0.065,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Two Year,7/12/2002 0:00,10/10/2002 0:00,24,0.064,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Two Year,7/12/2002 0:00,7/25/2002 0:00,24,0.065,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,One Year,7/12/2002 0:00,7/25/2002 0:00,12,0.066,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Two Year,7/26/2002 0:00,8/15/2002 0:00,24,0.064,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,One Year,7/26/2002 0:00,8/15/2002 0:00,12,0.063,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Five Year,8/9/2002 0:00,8/15/2002 0:00,60,0.071,EPCOR
EasyMax by ENMAX Energy Corp.,Home,One Year,8/16/2002 0:00,10/10/2002 0:00,12,0.063,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,One Year,8/16/2002 0:00,10/10/2002 0:00,12,0.063,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Five Year,8/16/2002 0:00,9/11/2002 0:00,60,0.063,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Three Year,8/16/2002 0:00,9/11/2002 0:00,36,0.062,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Three Year,8/16/2002 0:00,8/21/2002 0:00,36,0.058,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Five Year,8/16/2002 0:00,8/28/2002 0:00,60,0.07,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Three Year,8/16/2002 0:00,9/5/2002 0:00,36,0.062,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Two Year,8/16/2002 0:00,8/28/2002 0:00,24,0.063,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,One Year,8/16/2002 0:00,8/21/2002 0:00,12,0.061,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Five Year,8/22/2002 0:00,9/5/2002 0:00,60,0.068,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Three Year,8/22/2002 0:00,9/19/2002 0:00,36,0.061,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,One Year,8/22/2002 0:00,8/28/2002 0:00,12,0.062,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Five Year,8/29/2002 0:00,9/19/2002 0:00,60,0.071,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Two Year,8/29/2002 0:00,9/19/2002 0:00,24,0.066,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,One Year,8/29/2002 0:00,9/19/2002 0:00,12,0.067,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Five Year,9/6/2002 0:00,9/11/2002 0:00,60,0.067,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Three Year,9/6/2002 0:00,9/11/2002 0:00,36,0.063,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Five Year,9/12/2002 0:00,11/13/2002 0:00,60,0.066,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Three Year,9/12/2002 0:00,10/10/2002 0:00,36,0.064,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Five Year,9/12/2002 0:00,11/13/2002 0:00,60,0.066,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Three Year,9/12/2002 0:00,10/10/2002 0:00,36,0.064,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Five Year,9/12/2002 0:00,9/25/2002 0:00,60,0.064,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Three Year,9/12/2002 0:00,10/3/2002 0:00,36,0.064,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Five Year,9/12/2002 0:00,9/19/2002 0:00,60,0.066,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Three Year,9/12/2002 0:00,10/3/2002 0:00,36,0.064,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Five Year,9/20/2002 0:00,9/25/2002 0:00,60,0.069,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Three Year,9/20/2002 0:00,9/25/2002 0:00,36,0.063,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Five Year,9/20/2002 0:00,9/25/2002 0:00,60,0.074,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Two Year,9/20/2002 0:00,9/25/2002 0:00,24,0.069,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,One Year,9/20/2002 0:00,9/25/2002 0:00,12,0.07,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Five Year,9/26/2002 0:00,11/7/2002 0:00,60,0.065,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Five Year,9/26/2002 0:00,10/3/2002 0:00,60,0.066,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Three Year,9/26/2002 0:00,10/3/2002 0:00,36,0.06,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Five Year,9/26/2002 0:00,10/3/2002 0:00,60,0.071,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Two Year,9/26/2002 0:00,10/3/2002 0:00,24,0.066,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,One Year,9/26/2002 0:00,10/3/2002 0:00,12,0.067,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Three Year,10/4/2002 0:00,11/7/2002 0:00,36,0.066,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Five Year,10/4/2002 0:00,10/10/2002 0:00,60,0.068,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Three Year,10/4/2002 0:00,10/10/2002 0:00,36,0.062,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Five Year,10/4/2002 0:00,10/24/2002 0:00,60,0.072,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Three Year,10/4/2002 0:00,10/24/2002 0:00,36,0.065,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Two Year,10/4/2002 0:00,10/10/2002 0:00,24,0.068,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,One Year,10/4/2002 0:00,10/31/2002 0:00,12,0.069,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Three Year,10/11/2002 0:00,11/13/2002 0:00,36,0.065,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Two Year,10/11/2002 0:00,11/13/2002 0:00,24,0.065,EPCOR
EasyMax by ENMAX Energy Corp.,Home,One Year,10/11/2002 0:00,11/13/2002 0:00,12,0.065,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Three Year,10/11/2002 0:00,11/13/2002 0:00,36,0.065,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Two Year,10/11/2002 0:00,11/13/2002 0:00,24,0.065,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,One Year,10/11/2002 0:00,11/13/2002 0:00,12,0.065,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Five Year,10/11/2002 0:00,10/24/2002 0:00,60,0.067,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Three Year,10/11/2002 0:00,10/24/2002 0:00,36,0.061,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Two Year,10/11/2002 0:00,10/17/2002 0:00,24,0.067,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Two Year,10/18/2002 0:00,10/24/2002 0:00,24,0.068,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Three Year,10/24/2002 0:00,10/31/2002 0:00,36,0.064,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Five Year,10/25/2002 0:00,11/7/2002 0:00,60,0.066,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Three Year,10/25/2002 0:00,10/31/2002 0:00,36,0.06,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Five Year,10/25/2002 0:00,11/7/2002 0:00,60,0.071,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Two Year,10/25/2002 0:00,11/7/2002 0:00,24,0.067,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Three Year,11/1/2002 0:00,11/7/2002 0:00,36,0.061,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Three Year,11/1/2002 0:00,11/7/2002 0:00,36,0.065,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,One Year,11/1/2002 0:00,11/7/2002 0:00,12,0.07,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Five Year,11/8/2002 0:00,11/28/2002 0:00,60,0.063,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Three Year,11/8/2002 0:00,11/28/2002 0:00,36,0.064,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Five Year,11/8/2002 0:00,11/21/2002 0:00,60,0.065,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Three Year,11/8/2002 0:00,11/21/2002 0:00,36,0.059,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Five Year,11/8/2002 0:00,11/21/2002 0:00,60,0.07,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Three Year,11/8/2002 0:00,11/21/2002 0:00,36,0.063,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Two Year,11/8/2002 0:00,11/21/2002 0:00,24,0.065,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Two Year,11/8/2002 0:00,11/28/2002 0:00,24,0.067,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Five Year,11/14/2002 0:00,1/9/2003 0:00,60,0.063,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Three Year,11/14/2002 0:00,12/12/2002 0:00,36,0.061,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Two Year,11/14/2002 0:00,12/12/2002 0:00,24,0.061,EPCOR
EasyMax by ENMAX Energy Corp.,Home,One Year,11/14/2002 0:00,12/12/2002 0:00,12,0.062,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Five Year,11/14/2002 0:00,1/9/2003 0:00,60,0.063,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Three Year,11/14/2002 0:00,12/12/2002 0:00,36,0.061,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Two Year,11/14/2002 0:00,12/12/2002 0:00,24,0.061,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,One Year,11/14/2002 0:00,12/12/2002 0:00,12,0.062,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Five Year,11/22/2002 0:00,11/28/2002 0:00,60,0.064,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Three Year,11/22/2002 0:00,11/28/2002 0:00,36,0.058,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Five Year,11/22/2002 0:00,11/28/2002 0:00,60,0.069,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Three Year,11/22/2002 0:00,12/5/2002 0:00,36,0.062,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Two Year,11/22/2002 0:00,11/28/2002 0:00,24,0.064,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Five Year,11/29/2002 0:00,1/9/2003 0:00,60,0.064,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Three Year,11/29/2002 0:00,1/9/2003 0:00,36,0.065,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Five Year,11/29/2002 0:00,12/12/2002 0:00,60,0.065,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Three Year,11/29/2002 0:00,12/12/2002 0:00,36,0.06,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Five Year,11/29/2002 0:00,12/18/2002 0:00,60,0.07,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Two Year,11/29/2002 0:00,12/5/2002 0:00,24,0.067,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,One Year,11/29/2002 0:00,12/12/2002 0:00,12,0.07,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Three Year,12/6/2002 0:00,12/12/2002 0:00,36,0.063,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Two Year,12/6/2002 0:00,12/12/2002 0:00,24,0.066,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Three Year,12/13/2002 0:00,1/9/2003 0:00,36,0.062,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Two Year,12/13/2002 0:00,1/9/2003 0:00,24,0.062,EPCOR
EasyMax by ENMAX Energy Corp.,Home,One Year,12/13/2002 0:00,1/9/2003 0:00,12,0.063,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Three Year,12/13/2002 0:00,1/9/2003 0:00,36,0.062,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Two Year,12/13/2002 0:00,1/9/2003 0:00,24,0.062,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,One Year,12/13/2002 0:00,1/9/2003 0:00,12,0.063,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Five Year,12/13/2002 0:00,12/18/2002 0:00,60,0.066,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Three Year,12/13/2002 0:00,12/18/2002 0:00,36,0.061,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Three Year,12/13/2002 0:00,12/18/2002 0:00,36,0.065,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Two Year,12/13/2002 0:00,12/18/2002 0:00,24,0.068,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,One Year,12/13/2002 0:00,12/18/2002 0:00,12,0.073,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Five Year,12/19/2002 0:00,1/23/2003 0:00,60,0.067,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Three Year,12/19/2002 0:00,1/9/2003 0:00,36,0.062,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Five Year,12/19/2002 0:00,1/23/2003 0:00,60,0.072,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Three Year,12/19/2002 0:00,1/23/2003 0:00,36,0.067,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Two Year,12/19/2002 0:00,1/9/2003 0:00,24,0.071,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,One Year,12/19/2002 0:00,1/9/2003 0:00,12,0.079,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Five Year,1/10/2003 0:00,2/13/2003 0:00,60,0.066,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Three Year,1/10/2003 0:00,1/23/2003 0:00,36,0.065,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Two Year,1/10/2003 0:00,1/23/2003 0:00,24,0.065,EPCOR
EasyMax by ENMAX Energy Corp.,Home,One Year,1/10/2003 0:00,1/23/2003 0:00,12,0.069,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Five Year,1/10/2003 0:00,2/13/2003 0:00,60,0.066,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Three Year,1/10/2003 0:00,1/23/2003 0:00,36,0.065,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,Two Year,1/10/2003 0:00,1/23/2003 0:00,24,0.065,EPCOR
EasyMax by ENMAX Energy Corp.,Small Business,One Year,1/10/2003 0:00,1/23/2003 0:00,12,0.069,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Five Year,1/10/2003 0:00,1/23/2003 0:00,60,0.065,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Three Year,1/10/2003 0:00,1/23/2003 0:00,36,0.068,EPCOR
EPCOR Energy Alberta GP Inc.,Farm,Three Year,1/10/2003 0:00,1/23/2003 0:00,36,0.063,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Two Year,1/10/2003 0:00,1/23/2003 0:00,24,0.072,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,One Year,1/10/2003 0:00,1/23/2003 0:00,12,0.08,EPCOR
EasyMax by ENMAX Energy Corp.,Home,Three Year,1/24/2003 0:00,2/20/2003 0:00,36,0.066,EPCOR
