Company Name,Customer Class,Product,Effective Start Date (mm/dd/yyyy),Effective End Date(mm/dd/yyyy),Contract Length(months),Electricity $/kWh,Service Area
Burst Energy,Home,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0341,EPCOR
Burst Energy,Small Business,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0341,EPCOR
EasyMax by ENMAX Energy Corp.,Home,EasyMax Variable Electricity Rate Only,10/1/2015 0:00,10/31/2015 0:00,1,0.055,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Regulated Rate Option,10/1/2015 0:00,10/31/2015 0:00,1,0.055,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Regulated Rate Option,10/1/2015 0:00,10/31/2015 0:00,1,0.055,EPCOR
Peace Power,Home,Base Rate,10/1/2015 0:00,2/29/2016 0:00,,0.069,EPCOR
Peace Power,Small Business,Base Rate,10/1/2015 0:00,2/29/2016 0:00,,0.069,EPCOR
Peace Power,Home,Discount Rate - Security Required,10/1/2015 0:00,2/29/2016 0:00,,0.066,EPCOR
Peace Power,Home,Senior Discount Rate - Security Required,10/1/2015 0:00,2/29/2016 0:00,,0.063,EPCOR
Peace Power,Small Business,Advantage Member Base Rate,10/1/2015 0:00,2/29/2016 0:00,,0.066,EPCOR
Peace Power,Small Business,Advantage Member Discount Rate - Security Required,10/1/2015 0:00,2/29/2016 0:00,,0.063,EPCOR
SPONSOR Energy,Home,Residential Rate - Security Required,10/1/2015 0:00,2/29/2016 0:00,,0.0639,EPCOR
SPONSOR Energy,Farm,Farm Rate - Security Required,10/1/2015 0:00,2/29/2016 0:00,,0.0639,EPCOR
SPONSOR Energy,Small Business,Small Business Rate - Security Required,10/1/2015 0:00,2/29/2016 0:00,,0.0649,EPCOR
SPONSOR Energy,Small Business,Non Profit Rate - Security Required,10/1/2015 0:00,2/29/2016 0:00,,0.0649,EPCOR
Camrose Energy,Home,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0349,EPCOR
Camrose Energy,Small Business,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0349,EPCOR
Choice Energy,Home,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0339,EPCOR
Choice Energy,Small Business,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0339,EPCOR
E.NRG Power Ltd.,Home,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0296,EPCOR
E.NRG Power Ltd.,Small Business,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0296,EPCOR
Echo Energy,Home,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.034,EPCOR
Echo Energy,Small Business,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.034,EPCOR
Get Energy,Home,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0331,EPCOR
Get Energy,Small Business,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0331,EPCOR
Link Energy,Home,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0419,EPCOR
Link Energy,Small Business,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0419,EPCOR
Merit Energy & Power,Home,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.034,EPCOR
Merit Energy & Power,Small Business,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.034,EPCOR
Milner Power Inc.,Home,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.034,EPCOR
Milner Power Inc.,Small Business,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.034,EPCOR
Mountain View Power,Home,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0371,EPCOR
Mountain View Power,Small Business,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0371,EPCOR
NewGen Energy,Home,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0379,EPCOR
NewGen Energy,Small Business,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0379,EPCOR
Northern Lights Energy & Power,Home,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0339,EPCOR
Northern Lights Energy & Power,Small Business,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0339,EPCOR
Park Power,Home,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0369,EPCOR
Park Power,Small Business,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0369,EPCOR
Peace Power,Home,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0339,EPCOR
Peace Power,Small Business,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0339,EPCOR
Relay Energy,Home,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.034,EPCOR
Relay Energy,Small Business,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.034,EPCOR
Solarmax Power,Home,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0369,EPCOR
Solarmax Power,Small Business,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0369,EPCOR
Spark,Home,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.034,EPCOR
Spark,Small Business,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.034,EPCOR
SPONSOR Energy,Home,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0339,EPCOR
SPONSOR Energy,Small Business,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.0339,EPCOR
Spot Power,Home,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.034,EPCOR
Spot Power,Small Business,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.034,EPCOR
Vector Energy,Home,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.034,EPCOR
Vector Energy,Small Business,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.034,EPCOR
Sandstone Energy,Home,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.034,EPCOR
Sandstone Energy,Small Business,Wholesale,10/1/2015 0:00,10/31/2015 0:00,1,0.034,EPCOR
Encor by EPCOR,"Home,Small Business",Two Year Floating Electricity Plan - May 2016,10/1/2015 0:00,5/31/2016 0:00,1,0.01706,EPCOR
Encor by EPCOR,Home,Two-Year Fixed Electricity Plan,10/22/2015 0:00,12/2/2015 0:00,24,0.0599,EPCOR
Encor by EPCOR,Home,Two-Year Chirp 100% Green Electricity Plan,10/22/2015 0:00,12/2/2015 0:00,24,0.0799,EPCOR
Encor by EPCOR,Home,Two-Year Chirp 50% Green Electricity Plan,10/22/2015 0:00,12/2/2015 0:00,24,0.0724,EPCOR
Encor by EPCOR,Home,Two-Year Chirp 15% Green Electricity Plan,10/22/2015 0:00,12/2/2015 0:00,24,0.0644,EPCOR
Encor by EPCOR,Home,Three-Year Fixed Electricity Plan,10/22/2015 0:00,12/2/2015 0:00,36,0.0679,EPCOR
Encor by EPCOR,Home,Five-Year Fixed Electricity Plan,10/22/2015 0:00,12/2/2015 0:00,60,0.0699,EPCOR
Direct Energy,Home,Three Year Simple Three Fixed Electricity Plan,10/29/2015 0:00,2/24/2016 0:00,36,0.0599,EPCOR
Direct Energy,Home,Two Year Simple Two Fixed Electricity Plan,10/29/2015 0:00,2/24/2016 0:00,24,0.0589,EPCOR
Direct Energy,Home,One Year Simple One Fixed Electricity Plan,10/29/2015 0:00,2/24/2016 0:00,12,0.0589,EPCOR
Aboriginal Power,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0419,EPCOR
Aboriginal Power,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0419,EPCOR
Adagio Energy Inc.,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0339,EPCOR
Adagio Energy Inc.,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0339,EPCOR
Bow Valley Power,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0319,EPCOR
Bow Valley Power,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0319,EPCOR
Brighter Futures Energy Inc.,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0311,EPCOR
Brighter Futures Energy Inc.,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0311,EPCOR
Burst Energy,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.034,EPCOR
Burst Energy,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.034,EPCOR
EasyMax by ENMAX Energy Corp.,Home,EasyMax Variable Electricity Rate Only,11/1/2015 0:00,11/30/2015 0:00,1,0.052,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Regulated Rate Option,11/1/2015 0:00,11/30/2015 0:00,1,0.0521,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Regulated Rate Option,11/1/2015 0:00,11/30/2015 0:00,1,0.0521,EPCOR
Camrose Energy,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0349,EPCOR
Camrose Energy,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0349,EPCOR
Choice Energy,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0339,EPCOR
Choice Energy,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0339,EPCOR
E.NRG Power Ltd.,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0296,EPCOR
E.NRG Power Ltd.,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0296,EPCOR
Echo Energy,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0339,EPCOR
Echo Energy,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0339,EPCOR
Get Energy,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0331,EPCOR
Get Energy,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0331,EPCOR
Link Energy,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0419,EPCOR
Link Energy,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0419,EPCOR
Merit Energy & Power,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0339,EPCOR
Merit Energy & Power,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0339,EPCOR
Milner Power Inc.,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0339,EPCOR
Milner Power Inc.,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0339,EPCOR
Mountain View Power,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0371,EPCOR
Mountain View Power,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0371,EPCOR
NewGen Energy,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0379,EPCOR
NewGen Energy,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0379,EPCOR
Northern Lights Energy & Power,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0339,EPCOR
Northern Lights Energy & Power,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0339,EPCOR
Park Power,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0369,EPCOR
Park Power,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0369,EPCOR
Peace Power,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0339,EPCOR
Peace Power,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0339,EPCOR
Relay Energy,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0339,EPCOR
Relay Energy,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0339,EPCOR
Solarmax Power,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0368,EPCOR
Solarmax Power,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0368,EPCOR
Spark,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0339,EPCOR
Spark,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0339,EPCOR
SPONSOR Energy,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0339,EPCOR
SPONSOR Energy,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0339,EPCOR
Spot Power,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0339,EPCOR
Spot Power,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0339,EPCOR
Vector Energy,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0339,EPCOR
Vector Energy,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0339,EPCOR
Sandstone Energy,Home,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0341,EPCOR
Sandstone Energy,Small Business,Wholesale,11/1/2015 0:00,11/30/2015 0:00,1,0.0341,EPCOR
Camrose Energy,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0343,EPCOR
Camrose Energy,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0343,EPCOR
Choice Energy,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
Choice Energy,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
E.NRG Power Ltd.,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0289,EPCOR
E.NRG Power Ltd.,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0289,EPCOR
Echo Energy,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
Echo Energy,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
Get Energy,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0323,EPCOR
Get Energy,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0323,EPCOR
Link Energy,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0413,EPCOR
Link Energy,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0413,EPCOR
Merit Energy & Power,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
Merit Energy & Power,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
Milner Power Inc.,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
Milner Power Inc.,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
Mountain View Power,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0365,EPCOR
Mountain View Power,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0365,EPCOR
NewGen Energy,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0373,EPCOR
NewGen Energy,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0373,EPCOR
Northern Lights Energy & Power,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
Northern Lights Energy & Power,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
Park Power,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0363,EPCOR
Park Power,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0363,EPCOR
Peace Power,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
Peace Power,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
Relay Energy,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
Relay Energy,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
Solarmax Power,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0363,EPCOR
Solarmax Power,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0363,EPCOR
Spark,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
Spark,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
SPONSOR Energy,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
SPONSOR Energy,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
Spot Power,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
Spot Power,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
Vector Energy,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
Vector Energy,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
Sandstone Energy,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0335,EPCOR
Sandstone Energy,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0335,EPCOR
Aboriginal Power,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0413,EPCOR
Aboriginal Power,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0413,EPCOR
Adagio Energy Inc.,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
Adagio Energy Inc.,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
Bow Valley Power,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0313,EPCOR
Bow Valley Power,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0313,EPCOR
Brighter Futures Energy Inc.,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0305,EPCOR
Brighter Futures Energy Inc.,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0305,EPCOR
Burst Energy,Home,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
Burst Energy,Small Business,Wholesale,12/1/2015 0:00,12/31/2015 0:00,1,0.0333,EPCOR
EasyMax by ENMAX Energy Corp.,Home,EasyMax Variable Electricity Rate Only,12/1/2015 0:00,12/31/2015 0:00,1,0.055,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Regulated Rate Option,12/1/2015 0:00,12/31/2015 0:00,1,0.0549,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Regulated Rate Option,12/1/2015 0:00,12/31/2015 0:00,1,0.0549,EPCOR
Encor by EPCOR,Home,Two-Year Fixed Electricity Plan,12/3/2015 0:00,12/13/2015 0:00,24,0.0589,EPCOR
Encor by EPCOR,Home,Two-Year Chirp 100%  Fixed Green Electricity Plan,12/3/2015 0:00,12/13/2015 0:00,24,0.0789,EPCOR
Encor by EPCOR,Home,Two-Year Chirp 50% Fixed Green Electricity Plan,12/3/2015 0:00,12/13/2015 0:00,24,0.0714,EPCOR
Encor by EPCOR,Home,Two-Year Chirp 15% Fixed Green Electricity Plan,12/3/2015 0:00,12/13/2015 0:00,24,0.0634,EPCOR
Encor by EPCOR,Home,Three-Year Fixed Electricity Plan,12/3/2015 0:00,12/13/2015 0:00,36,0.0679,EPCOR
Encor by EPCOR,Home,Five-Year Fixed Electricity Plan,12/3/2015 0:00,12/13/2015 0:00,60,0.0699,EPCOR
Encor by EPCOR,Home,Two-Year Fixed Electricity Plan,12/14/2015 0:00,12/4/2016 0:00,24,0.0589,EPCOR
Encor by EPCOR,Home,Two-Year Chirp 100%  Fixed Green Electricity Plan,12/14/2015 0:00,12/4/2016 0:00,24,0.0789,EPCOR
Encor by EPCOR,Home,Two-Year Chirp 50% Fixed Green Electricity Plan,12/14/2015 0:00,12/4/2016 0:00,24,0.0714,EPCOR
Encor by EPCOR,Home,Two-Year Chirp 15% Fixed Green Electricity Plan,12/14/2015 0:00,12/4/2016 0:00,24,0.0634,EPCOR
Encor by EPCOR,Home,Five-Year Fixed Electricity Plan,12/14/2015 0:00,12/4/2016 0:00,60,0.0699,EPCOR
Just Energy Alberta L.P.,Home,Four Year Price Protection Single Fuel,12/21/2015 0:00,2/7/2016 0:00,48,0.0789,EPCOR
Just Energy Alberta L.P.,Home,Five Year Price Protection Single Fuel,12/21/2015 0:00,2/7/2016 0:00,60,0.0789,EPCOR
Just Energy Alberta L.P.,Home,Four Year Just Energy Coservation Program - Electricity Supply Price,12/21/2015 0:00,2/7/2016 0:00,48,0.0789,EPCOR
Just Energy Alberta L.P.,Home,Five Year Just Energy Coservation Program - Electricity Supply Price,12/21/2015 0:00,2/7/2016 0:00,60,0.0789,EPCOR
Aboriginal Power,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0424,EPCOR
Aboriginal Power,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0424,EPCOR
Adagio Energy Inc.,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0344,EPCOR
Adagio Energy Inc.,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0344,EPCOR
Bow Valley Power,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0325,EPCOR
Bow Valley Power,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0325,EPCOR
Brighter Futures Energy Inc.,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0316,EPCOR
Brighter Futures Energy Inc.,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0316,EPCOR
Burst Energy,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0344,EPCOR
Burst Energy,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0344,EPCOR
EasyMax by ENMAX Energy Corp.,Home,EasyMax Variable Electricity Rate Only,1/1/2016 0:00,1/31/2016 0:00,1,0.053,EPCOR
EPCOR Energy Alberta GP Inc.,Home,Regulated Rate Option,1/1/2016 0:00,1/31/2016 0:00,1,0.053,EPCOR
EPCOR Energy Alberta GP Inc.,Small Business,Regulated Rate Option,1/1/2016 0:00,1/31/2016 0:00,1,0.053,EPCOR
Camrose Energy,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0355,EPCOR
Camrose Energy,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0355,EPCOR
Choice Energy,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0342,EPCOR
Choice Energy,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0342,EPCOR
E.NRG Power Ltd.,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.03,EPCOR
E.NRG Power Ltd.,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.03,EPCOR
Echo Energy,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0344,EPCOR
Echo Energy,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0344,EPCOR
Get Energy,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0335,EPCOR
Get Energy,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0335,EPCOR
Link Energy,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0424,EPCOR
Link Energy,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0424,EPCOR
Merit Energy & Power,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0344,EPCOR
Merit Energy & Power,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0344,EPCOR
Milner Power Inc.,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0344,EPCOR
Milner Power Inc.,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0344,EPCOR
Mountain View Power,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0377,EPCOR
Mountain View Power,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0377,EPCOR
NewGen Energy,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0384,EPCOR
NewGen Energy,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0384,EPCOR
Northern Lights Energy & Power,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0345,EPCOR
Northern Lights Energy & Power,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0345,EPCOR
Park Power,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0374,EPCOR
Park Power,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0374,EPCOR
Peace Power,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0344,EPCOR
Peace Power,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0344,EPCOR
Relay Energy,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0344,EPCOR
Relay Energy,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0344,EPCOR
Solarmax Power,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0366,EPCOR
Solarmax Power,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0366,EPCOR
SPONSOR Energy,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0345,EPCOR
SPONSOR Energy,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0345,EPCOR
Spot Power,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0344,EPCOR
Spot Power,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0344,EPCOR
UTILITYNet,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0343,EPCOR
UTILITYNet,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0343,EPCOR
Vector Energy,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0344,EPCOR
Vector Energy,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0344,EPCOR
Sandstone Energy,Home,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0347,EPCOR
Sandstone Energy,Small Business,Wholesale,1/1/2016 0:00,1/31/2016 0:00,1,0.0347,EPCOR
Alberta Cooperative Energy (ACE),"Home,Small Business,Farm",SPARK Member Rate,1/1/2016 0:00,3/20/2017 0:00,0,0.063,EPCOR
Alberta Cooperative Energy (ACE),"Home,Small Business,Farm",Non-Member Rate,1/1/2016 0:00,3/20/2017 0:00,0,0.064,EPCOR
Alberta Cooperative Energy (ACE),"Home,Small Business,Farm",Green Power Rate for SPARK Members,1/1/2016 0:00,3/20/2017 0:00,0,0.063,EPCOR
Alberta Cooperative Energy (ACE),"Home,Small Business,Farm",Green Power Rate for Non-Members,1/1/2016 0:00,3/20/2017 0:00,0,0.064,EPCOR
Alberta Cooperative Energy (ACE),"Home,Small Business,Farm",Non-Member Rate,1/1/2016 0:00,3/20/2017 0:00,0,0.068,EPCOR
Alberta Cooperative Energy (ACE),"Home,Small Business,Farm",Green Power Rate for Non-Members,1/1/2016 0:00,3/20/2017 0:00,0,0.068,EPCOR
UTILITYNet,Home,Base Rate,1/8/2016 0:00,,,0.0625,EPCOR
UTILITYNet,Small Business,Base Rate,1/8/2016 0:00,,,0.0625,EPCOR
