"PVWatts Hourly PV Performance Data"
"Requested Location","arizona"
"Location","Lat, Lng: 33.45, -112.06"
"Latitude (DD)","33.45"
"Longitude (DD)","-112.06"
"Elevation (m)","321.11999511719"
"DC System Size (kW)","1000"
"Module Type","Premium"
"Array Type","2-Axis Tracking"
"Array Tilt (deg)","0"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","1","0","0","0","8","4.4","0.15","0","8","0","0"
"1","1","1","0","0","7","4.2","0.15","0","7","0","0"
"1","1","2","0","0","7","4.1","0.15","0","7","0","0"
"1","1","3","0","0","7","4","0.15","0","7","0","0"
"1","1","4","0","0","6","3.8","0.15","0","6","0","0"
"1","1","5","0","0","6","3.8","0.15","0","6","0","0"
"1","1","6","0","0","6","3.7","0.15","0","6","0","0"
"1","1","7","0","0","8","3.7","0.15","0","8","0","0"
"1","1","8","633","39","12","4","0.15","736.395","24.628","632949.517","606558.037"
"1","1","9","830","56","16","3.9","0.15","954.912","32.701","813031.142","780258.653"
"1","1","10","916","66","20","4","0.15","1036.796","37.839","860632.657","826173.458"
"1","1","11","924","81","23","4.2","0.15","1059.289","40.685","864621.576","830021.033"
"1","1","12","934","84","25","4.1","0.15","1071.105","43.125","864367.17","829775.642"
"1","1","13","922","82","26","3.8","0.15","1058.294","44.716","850482.503","816382.964"
"1","1","14","895","72","26","2.8","0.15","1023.213","47.282","818957.509","785975.026"
"1","1","15","810","61","24","1.7","0.15","940.893","48.253","755112.552","724392.35"
"1","1","16","615","42","20","1.5","0.15","721.361","39.351","589089.557","564252.209"
"1","1","17","0","0","17","1.8","0.15","0","0","0","0"
"1","1","18","0","0","15","1.9","0.15","0","15","0","0"
"1","1","19","0","0","13","2.2","0.15","0","13","0","0"
"1","1","20","0","0","13","2.8","0.15","0","13","0","0"
"1","1","21","0","0","12","3.4","0.15","0","12","0","0"
"1","1","22","0","0","11","3.7","0.15","0","11","0","0"
"1","1","23","0","0","11","3.6","0.15","0","11","0","0"
"1","2","0","0","0","10","3.4","0.15","0","10","0","0"
"1","2","1","0","0","10","3.2","0.15","0","10","0","0"
"1","2","2","0","0","9","3","0.15","0","9","0","0"
"1","2","3","0","0","9","3","0.15","0","9","0","0"
"1","2","4","0","0","9","3","0.15","0","9","0","0"
"1","2","5","0","0","9","2.9","0.15","0","9","0","0"
"1","2","6","0","0","9","2.9","0.15","0","9","0","0"
"1","2","7","0","0","10","3.4","0.15","0","10","0","0"
"1","2","8","597","41","13","4.1","0.15","701.497","24.857","601926.755","576634.534"
"1","2","9","805","60","17","4.6","0.15","934.803","31.83","798262.793","766013.606"
"1","2","10","896","70","20","4.9","0.15","1021.904","35.564","855310.996","821040.364"
"1","2","11","913","84","23","4.6","0.15","1064.804","39.832","871554.511","833333.333"
"1","2","12","928","86","25","4.1","0.15","1067.407","43.062","861469.171","826980.331"
"1","2","13","915","84","26","3.6","0.15","1053.582","45.201","844972.686","811068.382"
"1","2","14","875","78","25","2.8","0.15","1023.228","46.279","821666.719","788588.238"
"1","2","15","785","67","23","1.7","0.15","922.782","46.784","744538.559","714193.035"
"1","2","16","588","46","19","1.4","0.15","711.013","38.513","582370.607","557771.338"
"1","2","17","0","0","17","1.7","0.15","0","0","0","0"
"1","2","18","0","0","15","1.9","0.15","0","15","0","0"
"1","2","19","0","0","14","2","0.15","0","14","0","0"
"1","2","20","0","0","13","2.1","0.15","0","13","0","0"
"1","2","21","0","0","12","2.3","0.15","0","12","0","0"
"1","2","22","0","0","12","2.4","0.15","0","12","0","0"
"1","2","23","0","0","11","2.5","0.15","0","11","0","0"
"1","3","0","0","0","11","2.6","0.15","0","11","0","0"
"1","3","1","0","0","10","2.7","0.15","0","10","0","0"
"1","3","2","0","0","10","2.8","0.15","0","10","0","0"
"1","3","3","0","0","9","2.9","0.15","0","9","0","0"
"1","3","4","0","0","9","2.8","0.15","0","9","0","0"
"1","3","5","0","0","9","2.7","0.15","0","9","0","0"
"1","3","6","0","0","9","2.6","0.15","0","9","0","0"
"1","3","7","0","0","10","2.7","0.15","0","10","0","0"
"1","3","8","578","40","14","3.2","0.15","681.57","27.208","579607.902","555106.527"
"1","3","9","780","59","17","3.5","0.15","908.097","33.867","769645.323","738410.167"
"1","3","10","867","70","20","3.2","0.15","1005.009","39.542","828574.111","795250.874"
"1","3","11","596","154","22","2.5","0.15","831.04","40.19","676714.727","648772.471"
"1","3","12","916","79","23","1.3","0.15","1046.209","52.391","814380.644","781560.338"
"1","3","13","27","210","24","0.6","0.15","207.847","30.961","166758.894","156886.401"
"1","3","14","109","204","24","0.6","0.15","317.955","34.681","257899.94","244797.957"
"1","3","15","800","59","23","0.5","0.15","927.924","55.258","724133.758","694511.257"
"1","3","16","618","41","20","0.5","0.15","723.788","45.069","579069.566","554587.266"
"1","3","17","0","0","18","0.6","0.15","0","0","0","0"
"1","3","18","0","0","17","0.7","0.15","0","17","0","0"
"1","3","19","0","0","16","1","0.15","0","16","0","0"
"1","3","20","0","0","14","1.2","0.15","0","14","0","0"
"1","3","21","0","0","12","1.5","0.15","0","12","0","0"
"1","3","22","0","0","10","2","0.15","0","10","0","0"
"1","3","23","0","0","10","2.9","0.15","0","10","0","0"
"1","4","0","0","0","9","3.9","0.15","0","9","0","0"
"1","4","1","0","0","8","4","0.15","0","8","0","0"
"1","4","2","0","0","8","3.5","0.15","0","8","0","0"
"1","4","3","0","0","8","3.3","0.15","0","8","0","0"
"1","4","4","0","0","7","3.3","0.15","0","7","0","0"
"1","4","5","0","0","7","3.3","0.15","0","7","0","0"
"1","4","6","0","0","7","3.3","0.15","0","7","0","0"
"1","4","7","0","0","8","3.7","0.15","0","8","0","0"
"1","4","8","638","37","11","3.9","0.15","739.574","23.867","637296.644","610751.128"
"1","4","9","838","52","15","3.4","0.15","945.342","32.839","804824.298","772342.61"
"1","4","10","926","60","19","3.3","0.15","1038.459","38.873","858776.09","824382.676"
"1","4","11","930","78","23","3.2","0.15","1061.32","43.604","856654.275","822336.045"
"1","4","12","953","77","25","2.5","0.15","1081.211","48.676","853972.151","819748.959"
"1","4","13","947","74","26","1.9","0.15","1073.009","52.422","836642.237","803033.114"
"1","4","14","900","72","26","1.3","0.15","1027.866","54.936","797837.971","765603.837"
"1","4","15","820","61","25","0.5","0.15","950.81","58.053","733631.632","703672.584"
"1","4","16","634","43","23","0.2","0.15","741.9","51.156","580048.617","555531.626"
"1","4","17","0","0","21","0.5","0.15","0","0","0","0"
"1","4","18","0","0","18","1","0.15","0","18","0","0"
"1","4","19","0","0","15","1.4","0.15","0","15","0","0"
"1","4","20","0","0","13","1.8","0.15","0","13","0","0"
"1","4","21","0","0","11","2.4","0.15","0","11","0","0"
"1","4","22","0","0","11","2.7","0.15","0","11","0","0"
"1","4","23","0","0","10","2.7","0.15","0","10","0","0"
"1","5","0","0","0","10","2.5","0.15","0","10","0","0"
"1","5","1","0","0","9","2.4","0.15","0","9","0","0"
"1","5","2","0","0","9","2.4","0.15","0","9","0","0"
"1","5","3","0","0","9","2.6","0.15","0","9","0","0"
"1","5","4","0","0","9","2.7","0.15","0","9","0","0"
"1","5","5","0","0","9","2.6","0.15","0","9","0","0"
"1","5","6","0","0","8","2.4","0.15","0","8","0","0"
"1","5","7","0","0","9","2.8","0.15","0","9","0","0"
"1","5","8","596","40","13","3.4","0.15","699.736","26.133","597566.563","572428.841"
"1","5","9","802","60","16","3.2","0.15","931.735","34.151","788914.914","756996.959"
"1","5","10","892","70","20","2.6","0.15","1017.703","41.933","831683.189","798249.784"
"1","5","11","931","76","22","2.2","0.15","1059.653","46.572","845599.377","811672.866"
"1","5","12","946","78","23","1.5","0.15","1075.243","51.845","838637.911","804958.072"
"1","5","13","938","76","24","1.1","0.15","1066.304","55.453","821240.819","788177.429"
"1","5","14","896","72","24","0.9","0.15","1023.632","55.816","791602.069","759588.897"
"1","5","15","814","62","22","0.7","0.15","945.916","53.076","744584.762","714237.601"
"1","5","16","630","44","20","0.7","0.15","738.867","44.195","594129.473","569113.541"
"1","5","17","0","0","18","0.7","0.15","0","0","0","0"
"1","5","18","0","0","18","0.6","0.15","0","18","0","0"
"1","5","19","0","0","17","0.8","0.15","0","17","0","0"
"1","5","20","0","0","15","1.2","0.15","0","15","0","0"
"1","5","21","0","0","13","1.4","0.15","0","13","0","0"
"1","5","22","0","0","11","1.5","0.15","0","11","0","0"
"1","5","23","0","0","10","1.5","0.15","0","10","0","0"
"1","6","0","0","0","10","1.5","0.15","0","10","0","0"
"1","6","1","0","0","9","1.6","0.15","0","9","0","0"
"1","6","2","0","0","8","1.6","0.15","0","8","0","0"
"1","6","3","0","0","8","1.6","0.15","0","8","0","0"
"1","6","4","0","0","7","1.5","0.15","0","7","0","0"
"1","6","5","0","0","7","1.5","0.15","0","7","0","0"
"1","6","6","0","0","7","1.5","0.15","0","7","0","0"
"1","6","7","0","0","8","1.5","0.15","0","8","0","0"
"1","6","8","550","43","12","2.2","0.15","669.384","27.491","568049.956","543958.125"
"1","6","9","763","65","16","2.5","0.15","898.226","35.748","755799.693","725055.142"
"1","6","10","859","76","19","1.7","0.15","1004.654","44.847","811511.249","778792.617"
"1","6","11","906","82","21","1","0.15","1041.831","52.512","812036.868","779299.611"
"1","6","12","920","84","22","0.9","0.15","1056.254","54.759","814080.544","781270.871"
"1","6","13","910","82","23","1.2","0.15","1045.35","53.087","812490.975","779737.627"
"1","6","14","878","74","22","1.4","0.15","1020.539","50.063","807094.353","774532.228"
"1","6","15","793","64","20","1.1","0.15","927.026","47.439","745915.247","715520.941"
"1","6","16","607","45","17","0.9","0.15","716.613","39.247","587377.916","562601.218"
"1","6","17","0","0","15","0.9","0.15","0","0","0","0"
"1","6","18","0","0","15","0.8","0.15","0","15","0","0"
"1","6","19","0","0","14","1","0.15","0","14","0","0"
"1","6","20","0","0","13","1.2","0.15","0","13","0","0"
"1","6","21","0","0","12","1.4","0.15","0","12","0","0"
"1","6","22","0","0","11","1.4","0.15","0","11","0","0"
"1","6","23","0","0","11","1.4","0.15","0","11","0","0"
"1","7","0","0","0","10","1.5","0.15","0","10","0","0"
"1","7","1","0","0","9","1.4","0.15","0","9","0","0"
"1","7","2","0","0","9","1.4","0.15","0","9","0","0"
"1","7","3","0","0","8","1.4","0.15","0","8","0","0"
"1","7","4","0","0","7","1.4","0.15","0","7","0","0"
"1","7","5","0","0","7","1.4","0.15","0","7","0","0"
"1","7","6","0","0","6","1.3","0.15","0","6","0","0"
"1","7","7","0","0","7","1.3","0.15","0","7","0","0"
"1","7","8","524","44","11","1.8","0.15","644.319","27.168","547028.643","523681.68"
"1","7","9","739","68","15","1.9","0.15","877.253","36.676","735411.497","705389.381"
"1","7","10","837","81","17","1.5","0.15","988.505","43.574","802155.965","769768.827"
"1","7","11","913","79","20","1.6","0.15","1045.006","47.432","830908.283","797502.337"
"1","7","12","926","82","21","2","0.15","1059.697","46.549","843501.077","809648.917"
"1","7","13","912","81","21","2.2","0.15","1045.944","45.248","838155.692","804492.941"
"1","7","14","859","80","21","2.2","0.15","1008.802","44.421","815160.244","782312.313"
"1","7","15","760","71","19","1.6","0.15","901.789","42.75","738464.635","708334.335"
"1","7","16","550","51","16","1","0.15","678.242","36.52","561072.745","537228.144"
"1","7","17","0","0","13","1.1","0.15","0","0","0","0"
"1","7","18","0","0","12","1.1","0.15","0","12","0","0"
"1","7","19","0","0","12","1.2","0.15","0","12","0","0"
"1","7","20","0","0","11","1.2","0.15","0","11","0","0"
"1","7","21","0","0","10","1.1","0.15","0","10","0","0"
"1","7","22","0","0","9","0.8","0.15","0","9","0","0"
"1","7","23","0","0","9","0.4","0.15","0","9","0","0"
"1","8","0","0","0","8","0.3","0.15","0","8","0","0"
"1","8","1","0","0","7","0.5","0.15","0","7","0","0"
"1","8","2","0","0","5","0.7","0.15","0","5","0","0"
"1","8","3","0","0","5","0.9","0.15","0","5","0","0"
"1","8","4","0","0","5","1.4","0.15","0","5","0","0"
"1","8","5","0","0","6","1.7","0.15","0","6","0","0"
"1","8","6","0","0","5","1.6","0.15","0","5","0","0"
"1","8","7","0","0","6","1.6","0.15","0","6","0","0"
"1","8","8","485","48","9","2.4","0.15","609.113","22.566","525110.473","502540.158"
"1","8","9","721","73","12","3.5","0.15","874.37","28.236","755560.892","724824.803"
"1","8","10","843","82","15","3.8","0.15","995.792","32.636","841602.293","807817.415"
"1","8","11","901","87","17","3.4","0.15","1055.84","36.846","873341.506","833333.333"
"1","8","12","934","84","18","3.1","0.15","1070.216","39.103","876120.244","833333.333"
"1","8","13","929","81","18","2.8","0.15","1063.085","40.069","868645.739","833333.333"
"1","8","14","879","80","18","2.5","0.15","1029.023","40.572","843606.069","809750.189"
"1","8","15","797","69","17","1.6","0.15","937.056","41.68","770635.377","739365.139"
"1","8","16","614","49","14","1.1","0.15","740.507","35.857","615526.457","589752.345"
"1","8","17","0","0","11","1.3","0.15","0","0","0","0"
"1","8","18","0","0","9","1.4","0.15","0","9","0","0"
"1","8","19","0","0","8","1.5","0.15","0","8","0","0"
"1","8","20","0","0","7","1.7","0.15","0","7","0","0"
"1","8","21","0","0","7","2","0.15","0","7","0","0"
"1","8","22","0","0","7","2.4","0.15","0","7","0","0"
"1","8","23","0","0","7","2.8","0.15","0","7","0","0"
"1","9","0","0","0","7","3","0.15","0","7","0","0"
"1","9","1","0","0","6","2.9","0.15","0","6","0","0"
"1","9","2","0","0","5","2.8","0.15","0","5","0","0"
"1","9","3","0","0","5","2.8","0.15","0","5","0","0"
"1","9","4","0","0","4","3","0.15","0","4","0","0"
"1","9","5","0","0","4","3.1","0.15","0","4","0","0"
"1","9","6","0","0","4","3.1","0.15","0","4","0","0"
"1","9","7","0","0","5","3.4","0.15","0","5","0","0"
"1","9","8","141","60","7","3.5","0.15","250.308","11.614","218289.78","206591.342"
"1","9","9","761","66","11","3","0.15","897.333","29.068","773592.72","742217.692"
"1","9","10","336","182","15","2","0.15","570.193","28.753","483268.393","462180.71"
"1","9","11","886","89","17","0.7","0.15","1042.95","51.138","816707.975","783805.202"
"1","9","12","908","88","18","0.5","0.15","1048.574","54.296","809232.359","776594.477"
"1","9","13","438","209","19","1.1","0.15","721.532","40.241","584282.857","559615.83"
"1","9","14","853","82","19","1.5","0.15","1004.9","46.004","806724.935","774175.901"
"1","9","15","770","70","17","1.4","0.15","910.714","42.089","747568.93","717116.028"
"1","9","16","321","64","14","1.2","0.15","456.526","27.138","387482.718","369789.102"
"1","9","17","0","0","11","1.3","0.15","0","0","0","0"
"1","9","18","0","0","11","1.1","0.15","0","11","0","0"
"1","9","19","0","0","10","1","0.15","0","10","0","0"
"1","9","20","0","0","9","1.2","0.15","0","9","0","0"
"1","9","21","0","0","8","1.3","0.15","0","8","0","0"
"1","9","22","0","0","6","1.5","0.15","0","6","0","0"
"1","9","23","0","0","6","1.8","0.15","0","6","0","0"
"1","10","0","0","0","5","2.3","0.15","0","5","0","0"
"1","10","1","0","0","5","2.6","0.15","0","5","0","0"
"1","10","2","0","0","5","2.5","0.15","0","5","0","0"
"1","10","3","0","0","4","2.3","0.15","0","4","0","0"
"1","10","4","0","0","4","2.2","0.15","0","4","0","0"
"1","10","5","0","0","4","2","0.15","0","4","0","0"
"1","10","6","0","0","4","2","0.15","0","4","0","0"
"1","10","7","0","0","6","2.5","0.15","0","6","0","0"
"1","10","8","552","43","9","3","0.15","671.354","22.447","580391.351","555862.215"
"1","10","9","323","121","12","2.6","0.15","493.693","22.643","430247.101","411038.173"
"1","10","10","862","75","15","1.8","0.15","1006.148","40.337","826532.588","793281.69"
"1","10","11","888","87","18","1.2","0.15","1042.345","47.998","826280.938","793038.957"
"1","10","12","906","89","19","1.1","0.15","1047.604","49.876","822625.755","789513.291"
"1","10","13","898","86","19","1.2","0.15","1050.453","49.225","828136.867","794829.122"
"1","10","14","862","79","19","1.5","0.15","1010.1","46.143","810387.851","777709.024"
"1","10","15","244","144","18","1.2","0.15","441.186","30.714","370982.415","353873.47"
"1","10","16","596","49","15","1","0.15","722.044","36.86","598456.075","573286.834"
"1","10","17","0","0","12","1.1","0.15","0","0","0","0"
"1","10","18","0","0","12","1.1","0.15","0","12","0","0"
"1","10","19","0","0","11","1.1","0.15","0","11","0","0"
"1","10","20","0","0","11","1.1","0.15","0","11","0","0"
"1","10","21","0","0","11","1.1","0.15","0","11","0","0"
"1","10","22","0","0","10","1.1","0.15","0","10","0","0"
"1","10","23","0","0","9","1.2","0.15","0","9","0","0"
"1","11","0","0","0","9","1.3","0.15","0","9","0","0"
"1","11","1","0","0","8","1.3","0.15","0","8","0","0"
"1","11","2","0","0","8","1.2","0.15","0","8","0","0"
"1","11","3","0","0","8","1.2","0.15","0","8","0","0"
"1","11","4","0","0","7","1.2","0.15","0","7","0","0"
"1","11","5","0","0","7","1.2","0.15","0","7","0","0"
"1","11","6","0","0","6","1.3","0.15","0","6","0","0"
"1","11","7","0","0","7","1.1","0.15","0","7","0","0"
"1","11","8","155","60","9","1.4","0.15","264.063","16.224","227074.554","215064.837"
"1","11","9","432","107","12","1.5","0.15","612.391","28.478","525248.595","502673.386"
"1","11","10","112","202","15","0.8","0.15","342.718","25.897","288109.34","273936.918"
"1","11","11","271","240","17","0.4","0.15","565.219","37.11","460102.544","439835.719"
"1","11","12","508","202","18","0.7","0.15","783.043","43.577","626023.927","599877.848"
"1","11","13","295","243","19","1.1","0.15","591.865","36.409","483342.856","462252.534"
"1","11","14","399","191","19","1.5","0.15","642.706","36.242","530331.251","507575.943"
"1","11","15","304","139","17","1.3","0.15","494.636","30.924","417323.85","398572.844"
"1","11","16","232","72","14","1.1","0.15","352.445","24.394","300214.569","285613.211"
"1","11","17","0","0","13","1","0.15","0","0","0","0"
"1","11","18","0","0","12","0.9","0.15","0","12","0","0"
"1","11","19","0","0","10","1.2","0.15","0","10","0","0"
"1","11","20","0","0","8","1.5","0.15","0","8","0","0"
"1","11","21","0","0","7","1.7","0.15","0","7","0","0"
"1","11","22","0","0","7","2","0.15","0","7","0","0"
"1","11","23","0","0","7","2.2","0.15","0","7","0","0"
"1","12","0","0","0","6","2.3","0.15","0","6","0","0"
"1","12","1","0","0","6","2.5","0.15","0","6","0","0"
"1","12","2","0","0","6","2.6","0.15","0","6","0","0"
"1","12","3","0","0","6","2.7","0.15","0","6","0","0"
"1","12","4","0","0","7","2.9","0.15","0","7","0","0"
"1","12","5","0","0","7","3","0.15","0","7","0","0"
"1","12","6","0","0","7","3","0.15","0","7","0","0"
"1","12","7","0","0","8","3.3","0.15","0","8","0","0"
"1","12","8","0","6","10","3.9","0.15","3.351","10.058","2420.07","0"
"1","12","9","194","135","12","4.1","0.15","358.521","18.077","314334.633","299232.945"
"1","12","10","317","188","14","3.7","0.15","558.014","24.011","480599.685","459606.565"
"1","12","11","387","219","16","3.2","0.15","657.377","28.734","554885.255","531259.902"
"1","12","12","8","192","17","2.5","0.15","169.31","20.685","139673.537","130760.786"
"1","12","13","58","241","18","1.8","0.15","298.344","25.464","247642.156","234903.647"
"1","12","14","35","196","18","1.4","0.15","228.204","24.242","189442.251","178765.996"
"1","12","15","63","149","17","0.9","0.15","215.331","23.676","180686.138","170320.148"
"1","12","16","600","55","14","0.7","0.15","733.266","38.035","605791.758","580362.585"
"1","12","17","0","12","12","0.9","0.15","6.152","12.166","3131.341","0"
"1","12","18","0","0","10","1","0.15","0","10","0","0"
"1","12","19","0","0","9","1.1","0.15","0","9","0","0"
"1","12","20","0","0","8","1.2","0.15","0","8","0","0"
"1","12","21","0","0","6","1.5","0.15","0","6","0","0"
"1","12","22","0","0","4","1.9","0.15","0","4","0","0"
"1","12","23","0","0","4","2.4","0.15","0","4","0","0"
"1","13","0","0","0","3","2.8","0.15","0","3","0","0"
"1","13","1","0","0","3","2.7","0.15","0","3","0","0"
"1","13","2","0","0","2","2.5","0.15","0","2","0","0"
"1","13","3","0","0","2","2.3","0.15","0","2","0","0"
"1","13","4","0","0","1","2.1","0.15","0","1","0","0"
"1","13","5","0","0","1","2","0.15","0","1","0","0"
"1","13","6","0","0","1","2","0.15","0","1","0","0"
"1","13","7","0","0","3","2.6","0.15","0","3","0","0"
"1","13","8","705","35","7","3.2","0.15","797.879","22.471","692537.351","664034.437"
"1","13","9","890","50","11","3.2","0.15","994.603","30.38","854318.135","820082.684"
"1","13","10","968","58","15","3","0.15","1077.732","36.662","897910.309","833333.333"
"1","13","11","971","76","18","2.5","0.15","1099.41","42.082","891577.133","833333.333"
"1","13","12","980","78","19","1.7","0.15","1108.579","47.449","878550.392","833333.333"
"1","13","13","968","77","20","1.1","0.15","1096.699","52.337","853985.823","819762.147"
"1","13","14","931","72","20","0.9","0.15","1057.794","52.864","826525.261","793274.622"
"1","13","15","855","62","18","0.9","0.15","986.672","48.72","789598.18","757656.015"
"1","13","16","690","46","15","1.1","0.15","802.514","38.713","663074.225","635615.307"
"1","13","17","196","11","12","1.4","0.15","201.654","16.876","121054.39","112801.389"
"1","13","18","0","0","11","1.4","0.15","0","11","0","0"
"1","13","19","0","0","9","1.6","0.15","0","9","0","0"
"1","13","20","0","0","7","2.2","0.15","0","7","0","0"
"1","13","21","0","0","7","3.3","0.15","0","7","0","0"
"1","13","22","0","0","6","4.1","0.15","0","6","0","0"
"1","13","23","0","0","5","4.1","0.15","0","5","0","0"
"1","14","0","0","0","5","4.1","0.15","0","5","0","0"
"1","14","1","0","0","5","4.1","0.15","0","5","0","0"
"1","14","2","0","0","5","4.2","0.15","0","5","0","0"
"1","14","3","0","0","5","4","0.15","0","5","0","0"
"1","14","4","0","0","5","3.6","0.15","0","5","0","0"
"1","14","5","0","0","5","3.5","0.15","0","5","0","0"
"1","14","6","0","0","5","3.6","0.15","0","5","0","0"
"1","14","7","0","0","6","4.1","0.15","0","6","0","0"
"1","14","8","90","62","9","4.3","0.15","179.753","11.947","154851.406","145400.842"
"1","14","9","347","120","13","3.6","0.15","542.043","22.898","472578.904","451869.992"
"1","14","10","918","70","18","3.2","0.15","1043.396","38.286","863733.08","829164.02"
"1","14","11","572","169","21","3","0.15","812.611","37.282","667791.039","640164.984"
"1","14","12","636","162","22","2.7","0.15","877.657","40.51","711490.101","682315.615"
"1","14","13","376","231","22","2.2","0.15","658.732","37.235","537848.611","514826.934"
"1","14","14","709","107","21","1.4","0.15","895.859","45.612","718348.529","688931.022"
"1","14","15","0","38","19","0.9","0.15","24.943","19.771","19280.644","14633.892"
"1","14","16","0","38","17","0.8","0.15","22.283","17.706","17166.495","12594.655"
"1","14","17","0","3","16","0.5","0.15","1.546","16.046","718.868","0"
"1","14","18","0","0","15","0.2","0.15","0","15","0","0"
"1","14","19","0","0","14","0.3","0.15","0","14","0","0"
"1","14","20","0","0","13","0.6","0.15","0","13","0","0"
"1","14","21","0","0","12","0.9","0.15","0","12","0","0"
"1","14","22","0","0","10","1.2","0.15","0","10","0","0"
"1","14","23","0","0","9","1.3","0.15","0","9","0","0"
"1","15","0","0","0","8","1.4","0.15","0","8","0","0"
"1","15","1","0","0","8","1.4","0.15","0","8","0","0"
"1","15","2","0","0","7","1.4","0.15","0","7","0","0"
"1","15","3","0","0","7","1.4","0.15","0","7","0","0"
"1","15","4","0","0","7","1.4","0.15","0","7","0","0"
"1","15","5","0","0","7","1.4","0.15","0","7","0","0"
"1","15","6","0","0","7","1.4","0.15","0","7","0","0"
"1","15","7","0","0","9","1.4","0.15","0","9","0","0"
"1","15","8","0","31","12","1.8","0.15","17.581","12.438","13562.242","9118.115"
"1","15","9","0","85","15","2","0.15","59.774","16.438","48749.088","43058.152"
"1","15","10","0","135","16","1.7","0.15","105.453","18.696","86675.223","79640.413"
"1","15","11","84","247","17","1.7","0.15","333.029","25.515","277783.522","263976.984"
"1","15","12","4","183","18","2.1","0.15","156.476","21.675","128082.859","119580.811"
"1","15","13","3","174","19","2.5","0.15","146.435","22.187","119479.057","111281.876"
"1","15","14","0","42","18","2","0.15","30","18.72","23334.348","18543.957"
"1","15","15","0","56","16","1.4","0.15","36.972","17.012","29437.911","24431.246"
"1","15","16","0","17","14","1.3","0.15","9.907","14.277","7474.273","3245.867"
"1","15","17","0","1","12","1.4","0.15","0.517","12.012","0","0"
"1","15","18","0","0","11","1.5","0.15","0","11","0","0"
"1","15","19","0","0","10","1.7","0.15","0","10","0","0"
"1","15","20","0","0","10","1.9","0.15","0","10","0","0"
"1","15","21","0","0","10","2","0.15","0","10","0","0"
"1","15","22","0","0","10","1.9","0.15","0","10","0","0"
"1","15","23","0","0","10","1.7","0.15","0","10","0","0"
"1","16","0","0","0","10","1.4","0.15","0","10","0","0"
"1","16","1","0","0","10","1","0.15","0","10","0","0"
"1","16","2","0","0","10","0.8","0.15","0","10","0","0"
"1","16","3","0","0","10","0.8","0.15","0","10","0","0"
"1","16","4","0","0","9","1","0.15","0","9","0","0"
"1","16","5","0","0","8","1.2","0.15","0","8","0","0"
"1","16","6","0","0","7","1.3","0.15","0","7","0","0"
"1","16","7","0","0","8","1.8","0.15","0","8","0","0"
"1","16","8","119","63","10","2.4","0.15","210.239","14.676","180704.394","170337.757"
"1","16","9","176","138","12","2.6","0.15","343.439","19.395","299076.406","284515.378"
"1","16","10","826","80","15","2.9","0.15","975.305","34.93","816712.412","783809.481"
"1","16","11","824","106","16","3.4","0.15","999.066","34.769","831328.368","797907.536"
"1","16","12","845","109","17","3.9","0.15","1021.427","34.774","847775.473","813771.854"
"1","16","13","848","103","17","4.2","0.15","1019.031","33.995","849545.628","815479.286"
"1","16","14","786","105","17","4","0.15","971.319","33.689","814700.482","781868.842"
"1","16","15","700","90","16","3","0.15","872.302","33.549","737601.266","707501.558"
"1","16","16","517","65","14","1.6","0.15","659.51","31.339","558555.682","534800.271"
"1","16","17","83","15","12","1.1","0.16","90.774","14.356","53270.301","47419.16"
"1","16","18","0","0","12","1.1","0.16","0","12","0","0"
"1","16","19","0","0","11","1.1","0.16","0","11","0","0"
"1","16","20","0","0","11","1.1","0.16","0","11","0","0"
"1","16","21","0","0","10","1.1","0.16","0","10","0","0"
"1","16","22","0","0","9","1.1","0.16","0","9","0","0"
"1","16","23","0","0","9","1.1","0.16","0","9","0","0"
"1","17","0","0","0","8","1","0.16","0","8","0","0"
"1","17","1","0","0","8","0.8","0.16","0","8","0","0"
"1","17","2","0","0","8","0.6","0.16","0","8","0","0"
"1","17","3","0","0","8","0.4","0.16","0","8","0","0"
"1","17","4","0","0","9","0.3","0.16","0","9","0","0"
"1","17","5","0","0","8","0.5","0.16","0","8","0","0"
"1","17","6","0","0","8","0.6","0.16","0","8","0","0"
"1","17","7","0","0","9","0.7","0.16","0","9","0","0"
"1","17","8","553","44","11","0.8","0.16","673.936","32.448","563089.669","539173.6"
"1","17","9","765","65","13","1.1","0.16","901.091","39.672","746924.343","716494.281"
"1","17","10","860","76","16","1.2","0.16","1005.949","44.994","811092.816","778389.01"
"1","17","11","870","94","17","1.4","0.16","1032.862","45.344","826066.926","792832.528"
"1","17","12","893","95","18","1.4","0.16","1054.658","46.922","836275.836","802679.695"
"1","17","13","890","92","18","1.4","0.16","1049.563","46.794","833887.65","800376.132"
"1","17","14","820","96","18","1.2","0.16","988.021","46.456","789997.482","758041.168"
